,duration,speaker,speaker_type,start_time,text,topic
28,470,BAIER,moderator,4483,"BAIER: Senator Rubio, three weeks ago you said, quote: â€œI don't do the personal attacks, primarily because it's not who I am, because I think it's beneath the office that I'm seeking but also because I don't want to embarrass my kids.â€ù But in the past week you've mocked Mr. Trump's tan. You've made fun of his spelling. You called him a con artist. You suggested he wet himself backstage at the last debate, along with other vulgar jokes and jabs. So what happened?",candidate behavior
29,590,RUBIO,candidate,4953,"RUBIO: Yes, you know, Bret, let me say something. This campaign for the last year Donald Trump has basically mocked everybody with personal attacks. He has done so to people that are sitting on the stage today. He has done so about people that are disabled. He has done it about every candidate in this race. So if there is anyone who has ever deserved to be attacked that way, it has been Donald Trump, for the way he has treated people in the campaign. Now that said, I would much prefer to have a policy debate. I hope that's what we will have here tonight. Let's have a policy debateâ€_",candidate behavior
30,19,TRUMP,candidate,5543,TRUMP: And we will.,none
31,480,RUBIO,candidate,5562,RUBIO: â€_ let's talk about Donald Trump's strategy and my strategy and Ted's strategy and John Kasich's strategy when it comes to ISIS. And on health care and on the important issues facing this country. But let's be honest too about all this. The media has given these personal attacks that Donald Trump has made an incredible amount of coverage. Let's start talking again about the issues that matter to this country. I'm ready to do that starting right here right now tonight.,candidate behavior
32,32,BAIER,moderator,6042,"BAIER: Mr. Trump, your response?",none
33,50,LAUGHTER,audience,6415,(LAUGHTER),none
34,476,TRUMP,candidate,6074,"TRUMP: Well, I also happened to call him a lightweight, OK? And I have said that. So I would like to take that back. He is really not that much of a lightweight. And as far as â€” and I have to say this, I have to say this. He hit my hands. Nobody has ever hit my hands. I have never heard of this. Look at those hands. Are they small hands? TRUMP: And he referred to my hands, if they are small, something else must be small. I guarantee you there is no problem. I guarantee.",candidate behavior
35,21,BAIER,moderator,6550,BAIER: OK. Moving on.,none
36,396,KELLY,moderator,6571,"KELLY: OK, Senator Cruz, you say that you are the true conservative in this race. But 15 states have voted now, and you have won only four of them. You have lost repeatedly with what is supposed to be your core voter groups, including evangelicals and conservatives. Hasn't your brand of conservatism been rejected by an electorate that appears to be more taken with Mr. Trump's populist message?",conservatism
37,1744,CRUZ,candidate,6967,"CRUZ: This is the single moms who are working two and three jobs, 28, 29 hours a week because their hours have been forcibly reduced because of Obamacare.  As president, I will repeal every word of Obamacare.",healthcare
37,1744,CRUZ,candidate,6967,CRUZ: This is the truck drivers and the steel workers and the mechanics with calluses on their hands who have seen their wages not grow year after year after year while the cost of living goes up. This is all the young people coming out of school with student loans up to their eyeballs that aren't able to find a job.  We are going to see millions of high-paying jobs. We are going to see wages going up. We are going to see opportunity. That's where our focus needs to be. That's where my focus is. ,jobs and wages
37,1744,CRUZ,candidate,6967,CRUZ:  I will pull back the regulators that are killing small businesses. ,small business
37,1744,CRUZ,candidate,6967,CRUZ:And we will pass a simple flat tax and abolish the IRS. ,IRS
38,28,KELLY,moderator,8711,"KELLY: Go ahead, Mr. Trump. ",none
39,519,TRUMP,candidate,8739,"TRUMP: I have heard Ted say that over and over again on television, that he is the only one that can beat me. Just, for the record, I have won 10. He has won three or four. Last week, in fact, on Tuesday, I was a half a million votes higher than him. I was a million votes higher than Marco, 1 million votes. That's a lot of votes. And was by far in first place. So I keep hearing that he is the only one that can beat me but he is getting beaten very, very badly. So where does this come from? Where does it come from?",none
40,31,KELLY,moderator,9258,"KELLY: Go ahead, Senator Rubio.",none
41,747,RUBIO,candidate,9289,"RUBIO: Yes, I would just say a couple of things. There is no doubt that Donald has done well in these elections. There is no doubt about that. The numbers are there. Here is what the numbers also say. Two-thirds of the people who have cast a vote in a Republican primary or caucus have voted against you. They do not want you to be our nominee. RUBIO: And, the reason why is because we are not going to turn over the conservative movement, or the party of Lincoln or Reagan, for example, to someone whose positions are not conservative. To someone who last week defended Planned Parenthood for 30 seconds a debate stage. To someone, for example, that has no ideas on foreign â€” someone who thinks the nuclear triad is a rock band from the 1980's.",gop
42,25,TRUMP,candidate,10036,"TRUMP: Oh yeah, you'reâ€_",none
43,378,RUBIO,candidate,10061,"RUBIO: â€_ To someone who time and again on issue after issue has not proven that he has the principalsâ€_ (BELL RINGING) RUBIO: â€_ That outline what the conservative movement has been about. And, as Ted said, the things that made America great. America is great because of the conservative principles of limited government and free enterprise, and a strong national defenseâ€_",conservatism
44,16,KELLY,moderator,10439,KELLY: â€_ OKâ€_,none
45,78,RUBIO,candidate,10455,"RUBIO: â€_ And, our nominee needs to be someone that stands by those thingsâ€_",conservatism
46,21,KELLY,moderator,10533,KELLY: â€_ Alrightâ€_,none
47,44,RUBIO,candidate,10554,RUBIO: â€_ Donald has not demonstrated that.,none
48,50,APPLAUSE,audience,10684,(APPLAUSE),none
49,86,KELLY,moderator,10598,"KELLY: â€_ Go ahead, Mr. Trump, and then we're going to have to go to Governor Kasich.",none
50,99,TRUMP,candidate,10684,"TRUMP: Very nice words, but happens to be wrong. CNN just came out with a poll two days ago thatâ€_",none
51,22,RUBIO,candidate,10783,RUBIO: â€_ (INAUDIBLE),none
52,46,TRUMP,candidate,10805,TRUMP: â€_ That national poll â€” excuse meâ€_,none
53,22,RUBIO,candidate,10851,RUBIO: â€_ (INAUDIBLE),none
54,81,TRUMP,candidate,10873,"TRUMP: â€_ The national poll â€” a national poll where he's at 15, he's at 14â€_ ",none
55,25,RUBIO,candidate,10954,RUBIO: â€_ (INAUDIBLE)â€_,none
56,142,TRUMP,candidate,10979,"TRUMP: â€_ And, I'm at 49, so when he says 75 percent, that would mean that 80 percent of the people don't dig you, and I'm back down to 50â€_",none
57,90,RUBIO,candidate,11121,"RUBIO: â€_ Of all the people on this stage, he performs the worst against Hillary Clinton.",Hillary
58,15,TRUMP,candidate,11211,TRUMP: Wrongâ€_,none
59,49,RUBIO,candidate,11226,"RUBIO: â€_ If you're our nominee, we will loseâ€_",gop
60,74,TRUMP,candidate,11275,TRUMP: â€_ I beat Hillary Clinton. I beat Hillary Clinton in many pollsâ€_,Hillary
61,70,RUBIO,candidate,11349,RUBIO: â€_ You lose by (INAUDIBLE) points (ph). She will wipe you out.,Hillary
62,46,TRUMP,candidate,11419,TRUMP: I beat Hillary Clinton in many pollsâ€_,Hillary
63,43,RUBIO,candidate,11465,RUBIO: If you're our nominee (INAUDIBLE)â€_,gop
64,39,KELLY,moderator,11508,"KELLY: â€_ Hold on, Senator, hold onâ€_",none
65,33,TRUMP,candidate,11547,TRUMP: â€_ I think I'm talkingâ€_,none
66,39,RUBIO,candidate,11580,"RUBIO: â€_ Oh, excuse me (INAUDIBLE)â€_",none
67,36,TRUMP,candidate,11619,TRUMP: â€_ I beat Hillary Clintonâ€_,Hillary
68,39,KELLY,moderator,11655,"KELLY: â€_ Hold on, hold on, hold onâ€_",none
69,42,TRUMP,candidate,11694,TRUMP: â€_ I hope you think (INAUDIBLE)â€_,none
70,108,KELLY,moderator,11736,"KELLY: â€_ The audience cannot understand when you're talking over each other. Finish your point, Mr. Trump.",none
71,50,CHEERING,audience,12171,(CHEERING),none
72,374,TRUMP,candidate,11844,"TRUMP: â€_ I beat Hillary Clinton in many polls. The Cue (ph) poll just came out. I beat Hillary Clinton in a recent Fox poll, I beat Hillary Clinton in USA Today, I beat her today in a poll in Ohio. I beat â€” I'm the only one that beats Hillary Clinton. I beat â€” and I have not started on Hillary yet. Believe me, I willâ€_ TRUMP: â€_ start soon. I haven't even started.",Hillary
73,10,KELLY,moderator,12218,KELLY: OK.,none
74,523,BAIER,moderator,12228,"BAIER: Governor Kasich, today you admitted that you have a narrow path to the nomination through a contested convention. Today also Mitt Romney proposed that Republicans should vote for Senator Rubio in Florida. They should vote for you in Ohio. They should vote for Senator Cruz in states that he can beat Mr. Trump to prevent Mr. Trump from getting the nomination. So, do you buy Romney's blueprint, and can you say tonight to your Florida supporters that they should vote for Senator Rubio to get a contested convention?",gop
75,50,CHEERING,audience,12963,(CHEERING),none
76,212,KASICH,candidate,12751,"KASICH: You know, this so much about process. It frankly is boring to me. I would like it clear though, since we're talking about polls, I beat Hillary Clinton by more than 11 points, and the reason it happensâ€_",Hillary
77,25,TRUMP,candidate,12963,TRUMP: â€_ In one pollâ€_,none
78,36,KASICH,candidate,12988,KASICH: â€_ The reason it happensâ€_,none
79,25,TRUMP,candidate,13024,TRUMP: â€_ In one pollâ€_,none
80,50,APPLAUSE,audience,13397,(APPLAUSE),none
81,50,APPLAUSE,audience,14330,(APPLAUSE),none
82,1281,KASICH,candidate,13049,"KASICH: â€_ You know, the reason is because, as the Democrats tell me all the time, I can get the crossover votes. You see, because throughout this campaign I've talked about issues, I have never tried to go and get into these scrums that we're seeing here on the stage. And, people say everywhere I go, â€œyou seem to be the adult on the stage.â€ù In terms of â€” you know, Mitt Romney's a great guy, but he doesn't determine my strategy. The fact of the matter is I'm running for president because I worked hard to fix this country when I was in Washington as the Chairman of the Budget Committee where we had some of the most significant job growth after we balanced the budget. We had wages going up, it was very successful in Ohio. Our wages grow faster than the national average. We're up over 400,000 jobs. We paid down, back in the old days, they paid down half a trillion dollars of the national debt. It's a formula that works. And, I believe that formula will work when I return to Washington as the president. And, by the way, I won't need on the job training because I know how to do all of this, and within the first 100 days I will have a plan that will pass the Congress becauseâ€_ (BELL RINGING) KASICH: â€_ It is reasonable, and I can bring both sides togetherâ€_",experience
83,298,BAIER,moderator,14330,"BAIER: â€_ But Governor, this is all about process. For voters, they need to see a path to get to the nomination if they're going to support you. On Super Tuesday you finished in single digits in nine out of 11 states. So, you can see that your path is through a contested convention. How do youâ€_",none
84,50,CHEERING,audience,15128,(CHEERING),none
85,50,CHEERING,audience,15413,(CHEERING),none
86,50,APPLAUSE,audience,16104,(APPLAUSE),none
87,1476,KASICH,candidate,14628,"KASICH: â€_ Well, Bret, I think we're all really there. I mean, the simple fact is that, you know, you all wrote me off. You wrote me off before I even got to New Hampshire, then when I finished in New Hampshire you wrote me off in the South, then you wrote me off in Super Tuesday. I split delegates in Vermont with Donald Trump, I finished second in Massachusetts, and we won delegates in Virginia. But, guess what? It's now March Madness and we're heading up North to the place â€” to my turf, OK? KASICH: And, let me just tell you this, I will win Ohio, and I am going to move all across this country, and over time as people begin to finally hear my message â€” you know what people say, Bret, to me all the time? Why don't they give you any time on the debate stage? Why is that? KASICH: So now all of a sudden, I'm starting to get it, and what I want the people to know is, I know how to bring people together, Republicans and Democrats. I have successfully, both at the federal level and the state level brought economic growth, wage growth, and economic security to this country. And I want to go back and do it again, and I'm going to keep talking about my message of bringing people together and motivating people in the neighborhoods that realize they don't need somebody from Washington galloping in. There are many things they can do where they live, because the strength of our country is in our neighborhoods and our families. And I'm going to keep doing this.",none
88,17,BAIER,moderator,16104,BAIER: Thank you.,
89,610,WALLACE,moderator,16121,"WALLACE: Well, then, we want to focus now on the economy, which is one of the top issues on Facebook, with 6.6 million people discussing it online. A lot of that conversation is happening here in Detroit, where the unemployment rate is 10.9 percent. That's more than double the national average. Senator Rubio, you have taken to calling Mr. Trump a con artist who portrays himself as a hero to working people while he's really been, in your words, â€œsticking itâ€ù to the American workers for 40 years. But he has built a big company that employs thousands of people. Question. How many jobs have you created?",economy
90,386,RUBIO,candidate,16731,"RUBIO: Well, first of all, government doesn'tâ€_ (AUDIENCE BOOS) First of all, Chris, my point is exactly right. He has spent a career of convincing Americans that he's something that he's not in exchange for their money. Now he's trying to do the same in exchange for their country. This is a fact. He talks about these great businesses that he's built. He inherited over $100 million.",Trump wealth
91,20,TRUMP,candidate,17117,TRUMP: Wrong. Wrong.,none
92,60,RUBIO,candidate,17137,"RUBIO: And with that money, he lost more money than he made.",experience
93,78,WALLACE,moderator,17197,"WALLACE: Mr. Trump, it's not your turn. You'll get your turn, sir. (CROSSTALK)",none
94,50,APPLAUSE,audience,17442,(APPLAUSE),none
95,842,RUBIO,candidate,17275,"RUBIO: He can start tonight by announcing that all the Donald Trump clothing will no longer be made in China and in Mexico, but will be made here in the United States. And on the issue of job creation, I find this interesting. The private sector creates jobs. The jobs of those of us in public service are to put in place policies that allow the economy to grow. That's the problem with the Democratic Party. They think government is what creates jobs. Government does not create jobs. Now, the way you create jobs is you make America the easiest and the best place in the world to start a business or to expand an existing business. If you go on my website, marcorubio.com, you will see a real plan to fix our taxes, to roll back regulations, to repeal and replace Obamacare, not just lines around the states. Serious policies and proposals.",Trump offshore jobs
96,222,WALLACE,moderator,18117,"WALLACE: Sir? Mr. Trump, I'd like you to respond. You have 30 seconds to respond. But as part of that, could you respond to his specific assertion about Trump Collection clothes, which you say some of it is made in Mexico?",Trump offshore jobs
97,42,TRUMP,candidate,18339,TRUMP: This little guy has lied so muchâ€_,none
98,18,RUBIO,candidate,18381,RUBIO: Here we go.,none
99,27,TRUMP,candidate,18399,TRUMP: â€_ about my record.,none
100,61,RUBIO,candidate,18426,RUBIO: Here we go. It's personal. (AUDIENCE BOOS) (CROSSTALK),none
101,43,TRUMP,candidate,18487,TRUMP: He has lied so much about my record.,none
102,67,WALLACE,moderator,18530,"WALLACE: Mr. Rubio â€” Senator Rubio, why don't you let him finish?",none
103,50,APPLAUSE,audience,19186,(APPLAUSE),none
104,589,TRUMP,candidate,18597,"TRUMP: And I will tell you this. First of all, I got a call from my sister and brother tonight, and they said we had no idea Dad gave you $200 million. Believe me, I started off with $1 million. I built a company that's worth more than $10 billion. And I say it not in a bragging way, but that's the kind of thinking we need. Very low debt, tremendous cash flow. My financials are all â€” they're all in there with the federal elections. You've seen them. Everybody has seen them. I say it only because that's the kind of thinking this country needs with $19 trillion in debit. Believe me.",Trump wealth
105,206,WALLACE,moderator,19186,"WALLACE: But wait one second. Specifically and quickly on the question, will you promise that you will â€” and how soon will you move your clothing collection, the clothes that are made in China and Mexico?",Trump offshore jobs
106,991,TRUMP,candidate,19392,"TRUMP: They devalue their currencies. I will do that. And by the way, I have been doing it more and more. But they devalue their currencies, in particular China. Mexico is doing a big number now, also. Japan is unbelievable what they're doing. They devalue their currencies, and they make it impossible for clothing-makers in this country to do clothing in this country. And if you look at what's happened on Seventh Avenue, and you look at what's happened in New York with the garment industry, so much of the clothing now comes out from Vietnam, China, and other places. And it's all because of devaluation. By the way, the Trans-Pacific, if you look at the TPP, a total disaster, which, by the way, Marco is in favor of, they need â€” it is a disaster for our country. It's trying to be approved by various people, including President Obama. And I'll tell you something. The biggest problem with that is: They don't take into concurrence the devaluation. They're devaluing their currency.",currency
107,56,WALLACE,moderator,20383,"WALLACE: Thank you. Thank you, Mr. Trump. Senator Rubio?",none
108,62,TRUMP,candidate,20439,TRUMP: And they're killing â€” they're going toâ€_ (CROSSTALK),none
109,35,WALLACE,moderator,20501,"WALLACE: Wait, wait, Senator Rubio.",none
110,50,APPLAUSE,audience,20656,(APPLAUSE),none
111,577,RUBIO,candidate,20536,"RUBIO: The answer is, he's not going to do it. And you know why? Because there are plenty of clothing makers in America. (CROSSTALK) RUBIO: If you go on my website, marcorubio.com, everything we have on there is made in America. The reason why he makes it in China or Mexico is because he can make more money on it. That's why he's doing it. And the second point, you see what happens, again, when you challenge him on a policy issue. You asked him about the economy, and the first thing he does is launch an attack about some little guy thing. Because he doesn't have answers.",Trump greed
112,40,TRUMP,candidate,21113,"TRUMP: No, no. I have very good answers.",none
113,50,APPLAUSE,audience,21249,(APPLAUSE),none
114,123,RUBIO,candidate,21153,RUBIO: And he's asking us to make him the president of the United States of America. (CROSSTALK) RUBIO: This is not a game.,experience
115,72,TRUMP,candidate,21276,TRUMP: I know what's happening with the economy. You don't know a thing.,experience
116,46,RUBIO,candidate,21348,"RUBIO: Well, then answer the economy question.",none
117,52,TRUMP,candidate,21394,TRUMP: You haven't employed in your life one person.,none
118,53,RUBIO,candidate,21446,RUBIO: But he doesn't answer the employment question.,none
119,103,TRUMP,candidate,21499,TRUMP: I have employed tens of thousands of people. (CROSSTALK) TRUMP: You haven't employed one person.,none
120,69,RUBIO,candidate,21602,RUBIO: You ever heard of Trump Steaks? You ever heard of Trump Vodka?,Trump failed business
121,69,TRUMP,candidate,21671,"TRUMP: Oh, you know what? You know what? Take a look at Trump Steaks.",none
122,44,RUBIO,candidate,21740,RUBIO: All of these companies he has ruined.,Trump failed business
123,44,TRUMP,candidate,21784,"TRUMP: By the way, that's the other thingâ€_",none
124,61,RUBIO,candidate,21828,RUBIO: Trump Steaks is gone. You have ruined these companies.,Trump failed business
125,225,TRUMP,candidate,21889,"TRUMP: Mitt Romneyâ€_ (CROSSTALK) TRUMP: â€_ false, totally false. And now the funny thing is he didn't talk about the hundreds of really successful jobs, the buildings all over the world that have made a fortune. (CROSSTALK)",Trump failed business
126,47,WALLACE,moderator,22114,"WALLACE: I have a policy question for you, sir.",none
127,34,RUBIO,candidate,22161,RUBIO: Let's see if he answers it.,none
128,108,TRUMP,candidate,22195,"TRUMP: I will. Don't worry about it, Marco. Don't worry about it. Don't worry about it little Marco, I will.",none
129,49,RUBIO,candidate,22303,"RUBIO: All right, well, let's hear it big Donald.",none
130,54,TRUMP,candidate,22352,"TRUMP: Don't worry about it, little Marco. (CROSSTALK)",none
131,88,WALLACE,moderator,22406,WALLACE: Gentlemen. Gentlemen. (CROSSTALK) WALLACE: You have got to do better than this.,none
132,91,TRUMP,candidate,22494,TRUMP: This guy has a number one â€” the number one absentee record in the United Statesâ€_,Rubio absenteeism
133,62,WALLACE,moderator,22585,"WALLACE: Mr. Trump, I would like to ask you a policy question.",none
134,34,TRUMP,candidate,22647,TRUMP: He doesn't show up to vote.,Rubio absenteeism
135,33,WALLACE,moderator,22681,WALLACE: Your proposed tax cutâ€_,Taxes
136,56,TRUMP,candidate,22714,TRUMP: That's why the people in Florida do not like him.,Rubio absenteeism
137,260,WALLACE,moderator,22770,"WALLACE: Mr. Trump, your proposed tax cut would add $10 trillion to the nation's debt over 10 years, even if the economy grows the way that you say it will. You insist that you could make up for a good deal of that, you say, by cutting waste, fraud, and abuse.",taxes
138,15,TRUMP,candidate,23030,TRUMP: Correct.,none
139,43,WALLACE,moderator,23045,WALLACE: Like what? And please be specific.,none
140,622,TRUMP,candidate,23088,"TRUMP: Department of Education. We're cutting Common Core. We're getting rid of Common Core. We're bringing education locally. Department of Environmental Protection. We are going to get rid are of it in almost every form. We're going to have little tidbits left but we're going to take a tremendous amount out. We have various other things. If you look at the IRS, if you look at every single agency, we can cut it down, and I mean really cut it down and save. The waste, fraud, and abuse is massive. Larry Kudlow, great guy, everybody respects him, said my plan for taxes and tax cutting is the best by far of everybody.",cutting government
141,561,WALLACE,moderator,23710,"WALLACE: But, Mr. Trump, Mr. Trump, your numbers don't add up. Please put up full screen number four. The Education Department, you talk about cutting, the total budget for the education department is $78 billion. And that includes Pell grants for low-income students and aid to states for special education. I assume you wouldn't cut those things. The entire budget for the EPA, the Environmental Protection Agency, $8 billion. TRUMO: OK. WALLACE: The deficit this year is $544 billion. That's more than a half trillion dollars. Your numbers don't add up, sir.",cutting government
142,434,TRUMP,candidate,24271,"TRUMP: Let me explain something. Because of the fact that the pharmaceutical companies â€” because of the fact that the pharmaceutical companies are not mandated to bid properly, they have hundreds of billions of dollars in waste. We don't bid properly. We don't have proper bidding procedures. The reason we don't is because they take care of all of the senators, all of the congressman, and they don't bid. They don't go out to bid.",bidding procedures
143,21,WALLACE,moderator,24705,WALLACE: Mr. Trumpâ€_,none
144,90,TRUMP,candidate,24726,TRUMP: Take a look â€” excuse me. You are talking about hundreds of billions of dollarsâ€_,bidding procedures
145,25,WALLACE,moderator,24816,"WALLACE: No, you are not.",bidding procedures
146,63,TRUMP,candidate,24841,TRUMP: â€_ if we went out to the proper bid. Of course you are.,bidding procedures
147,305,WALLACE,moderator,24904,"WALLACE: No, you're not, sir. Let's put up full screen number 2. You say that Medicare could save $300 billion a year negotiating lower drug prices. But Medicare total only spends $78 billion a year on drugs. Sir, that's the facts. You are talking about saving more money on Medicare prescription drugsâ€_",bidding procedures
148,103,TRUMP,candidate,25209,"TRUMP: I'm saying saving through negotiation throughout the economy, you will save $300 billion a year.",bidding procedures
149,57,WALLACE,moderator,25312,WALLACE: But that doesn't really cut the federal deficit.,deficit
150,123,TRUMP,candidate,25369,TRUMP: And that's a huge â€” of course it is. We are going to buy things for less money. Of course it is. That works outâ€_,deficit
151,98,WALLACE,moderator,25492,WALLACE: That's the only money that we buy â€” the only drugs that we pay for is through Medicare.,deficit
152,198,TRUMP,candidate,25590,"TRUMP: I'm not only talking about drugs, I'm talking about other things. We will save $300 billion a year if we properly negotiate. We don't do that. We don't negotiate. We don't negotiate anything.",deficit
153,16,KASICH,candidate,25788,KASICH: Can Iâ€_,none
154,429,WALLACE,moderator,25804,"WALLACE: No. I promise I will get to you in a moment, sir. Senator Cruz, one of centerpieces of your campaign, in fact, you mentioned it again tonight, is that you will abolish the IRS. Question though, who will collect the taxes that you are still calling for? Who will oversee to make sure that people pay the taxes that they rightfully owe? And who will check on the various tax deductions and tax credits that you still want?",IRS
155,50,APPLAUSE,audience,27228,(APPLAUSE),none
156,50,APPLAUSE,audience,27546,(APPLAUSE),none
157,50,APPLAUSE,audience,27925,(APPLAUSE),none
158,1692,CRUZ,candidate,26233,"CRUZ: So my simple flat tax I have rolled out in precise detail how it will operate where every American can fill out our taxes on a postcard. And if you want to actually see the postcard, see all the details, you can find them on our Web site. It's tedcruz.org. When he we get rid of all the corporate welfare, all the subsidies, all the carve-outs in the IRS code, it dramatically simplifies it. And under Obama, the IRS has become so corrupt and so politicized we need to abolish it all together. Now, at the end of that there will still be an office in the Treasury Department to receive the postcards but it will be dramatically simpler. ",IRS
158,1692,CRUZ,candidate,26233," CRUZ: And let me take a moment, Chris, to go back to go back to this exchange that was going on. In between all of the insults, let me point out the specificity that was lacking. It's very easy to say, â€œLet's cut waste, fraud, and abuse.â€ù I've rolled out a detailed plan to cut $500 billion in federal spending, specifying exactly what I would cut. It's easy to say it, but one of the great disconnects to all the people, all of the voters, I understand the folks who are supporting Donald right now. You're angry. You're angry at Washington, and he uses angry rhetoric. But for 40 years, Donald has been part of the corruption in Washington that you're angry about. And you're not going to stop the corruption in Washington by supporting someone who has supported liberal Democrats for four decades, from Jimmy Carter to John Kerry to Hillary Clinton. You're not going to stop the corruption and the cronyism by supporting someone who has used government power for private gain. Instead, we need a president who stands with the American people.",Trump cronyism
159,103,WALLACE,moderator,27925,"WALLACE: Governor Kasich, I promise I will get to you. But you do get 30 seconds to respond, Mr. Trump.",none
160,797,TRUMP,candidate,28028,"TRUMP: Well, all of a sudden, I hear for 40 years I've been involved in Washington. I have been supporting people for many years. And these people have been politicians, and they've been on both sides, Democrats, Republicans, liberals, conservatives. I've supported everybody, because, until recently, I wasn't a politician, and I hope maybe you don't all consider me a politician right now. I hate the term politician. But I've been supporting politicians. A recent article somewhere said Donald Trump is a world-class businessman who goes out and he does get along with everybody. I've supported Democrats, and I've supported Republicans. And as a businessman, I owed that to my company, to my family, to my workers, to everybody to get along. Part of the problem we have in Washington, Chrisâ€_",bipartisanship
161,21,WALLACE,moderator,28825,WALLACE: Mr. Trumpâ€_,none
162,50,APPLAUSE,audience,28967,(APPLAUSE),none
163,121,TRUMP,candidate,28846,TRUMP: â€_ is it's total gridlock. Nobody gets along. We need people to get along. We need to be able to get things done.,bipartisanship
