,duration,speaker,speaker_type,start_time,text,topic
19,382,COOPER,moderator,7480,"COOPER: Secretary Clinton, let me follow-up with that, he people here still wasn't drink the water in their homes as you well know. They can't bathe their kids in the water and they are desperate for accountability and specifics. As president can you give a specific about what you can do if you were president that would make Ms. Wade's life better and life better for people here?",Flint water
20,823,CLINTON,candidate,7862,"CLINTON: Well, I support what President Obama is doing. He called for and got accountability from the officials at the EPA to make sure the state is doing its job. He expanded Medicaid for helping kids particularly to get the health care they need. He is also ordered that there be a Head Start program. I support that. When it comes to the water itself, we are supporting a program that Mayor Waver announced through Flint Waterworks to pay people in Flint, not outsiders, but people here to deliver the water while we are fixing the pipes. I would do even more of that. As president, what we were able to put together was a beginning. As president, I would concentrate resources on the city for economic development for more jobs as we fix the water and provide the health and education, interventions that children need.",Flint water
21,50,COOPER,moderator,8685,COOPER: Senator Sanders for Ms. Wade specifically?,
22,50,APPLAUSE,audience,9030,[applause],
23,50,APPLAUSE,audience,9307,[applause],
24,947,SANDERS,candidate,8735,"SANDERS: What is going is a disgrace beyond belief. As the president of the United States, this is what I would do is if local government does not have the resources â€” if state government for whatever reason America shouldn't be poisoned, federal government comes in, federal government acts.  What is absolute incredible to me is that water rates have soared in Flint. You are paying three times more for poison water than I am paying in Burlington, Vermont for clean water. First thing is you say, people are not paying a water bill for poison and that is retroactive. Second of all, to ease anxiety, CDC has to come in and examine every child and adult in this community in terms of the amount of lead they may have. Thirdly, the wealthiest country has to rebuild the crumbling infrastructure, our water systems. I have a bill for a trillion dollars, it creates 13 million jobs rebuilding flint, Michigan and communities all over the country.",Flint water
25,50,APPLAUSE,audience,9710,[applause],
26,323,COOPER,moderator,9682,"COOPER: Thank you, senator.  We will have more on the infrastructure shortly but I want to follow up with you. This crisis in flint as you know, as everybody in the room knows was created by the government. Your policies are about expanding government. Why should people from flint trust that more government is the answer?",role of government
27,50,APPLAUSE,audience,10260,[applause],
28,50,APPLAUSE,audience,10401,[applause],
29,50,APPLAUSE,audience,10745,[applause],
30,740,SANDERS,candidate,10005,"SANDERS: That's a good point, Anderson. Listen, I suppose they can trust the corporations who have destroyed Flint by a disastrous trade policy which have allowed them to shut down plants in flint and move to China or Mexico. We could trust them I'm sure. Or maybe â€” you know, maybe, Anderson, tell you what â€” we should â€” maybe we should let Wall Street come in and run the city of Flint... ...because we know their honesty and integrity has done so much for the American people. Look, we live in a democracy, and I'm not in the last person to deny that government is failing in many respects. But at the end of the day, I will trust the people to create a government that works for them, rather than Wall Street or corporate America.",role of government
31,697,COOPER,moderator,10745,"COOPER: Secretary Clinton â€” Secretary Clinton, you â€” you've now both called for the governor to resign. I believe that's â€” that's new for you. Previously, you had not called for that, but you're calling for that tonight. It's easy to blame the Republican governor, Rick Snyder. But the federal government also dropped the ball here. According to Section 1414 of the Safe Drinking Water Act, the EPA has to step in and take action when a state is informed at â€” about water problems and doesn't do anything for 30 days, as the state here didn't do. The EPA knew for months and months, never warned the people of Flint not to drink the water. As president, would you fire the head of the EPA?",Flint water
32,181,CLINTON,candidate,11442,"CLINTON: Well, I think that the people here in the region, who knew about this and failed to follow what you just said, rightly, the law required, have been eliminated from the EPA.",Flint water
33,40,COOPER,moderator,11623,"COOPER: So far, one person has resigned.",
34,50,APPLAUSE,audience,12366,[applause],
35,1025,CLINTON,candidate,11663,"CLINTON: I don't â€” well, I don't know how high it goes. I would certainly be launching an investigation. I think there is one. I was told that â€” you know, some of the higher-ups were pushing to get changes that were not happening. So I would have a full investigation, determine who knew what, when. And yes, people should be fired. How far up it went, I don't know. But as far as it goes, they should be relieved, because they failed this city. But let me just add this, Anderson. This is not the only place where this kind of action is needed. We have a lot of communities right now in our country where the level of toxins in the water, including lead, are way above what anybody should tolerate. We have a higher rate of tested lead in people in Cleveland than in Flint. So I'm not satisfied with just doing everything we must do for Flint. I want to tackle this problem across the board. And if people know about it and they're not acting, and they're in the government at any level, they should be forced to resign.",Flint water
36,50,APPLAUSE,audience,12765,[applause],
37,77,COOPER,moderator,12688,"COOPER: Senator Sanders, would a President Sanders fire the head of the EPA? ",
38,50,APPLAUSE,audience,12876,[applause],
39,50,APPLAUSE,audience,13247,[applause],
40,50,APPLAUSE,audience,13473,[applause],
41,708,SANDERS,candidate,12765,"SANDERS: President Sanders would fire anybody who knew about what was happening and did not act appropriately.  And President Sanders would make the point that, how does it happen, in the wealthiest country in the history of the world? What are our priorities when, among others, Republicans today are fighting for hundreds of billions of dollars in tax breaks for the wealthiest people? How did we have so much money available to go to war in Iraq and spend trillions of dollars... ...but somehow not have enough money â€” not just for Flint, the secretary is right. There are communities all over this country â€” it's not just infrastructure, it is education. Detroit's public school system is collapsing.",Flint water
42,41,COOPER,moderator,13473,"COOPER: Thank you â€” thank you, Senator.",
43,149,SANDERS,candidate,13514,"SANDERS: Anderson, the bottom line is, and what my campaign is, is changing our national priorities. We need a government that works for all of us...",
44,27,COOPER,moderator,13663,"COOPER: Thank you, Senator.",
45,52,SANDERS,candidate,13690,SANDERS: ... not just wealthy campaign contributors.,
46,50,APPLAUSE,audience,14479,[applause],
47,737,COOPER,moderator,13742,"COOPER: I want to go to Lee-Anne Walters. This is Lee-Anne Walters. She was one of the first people to report problems with the water in Flint. One of her twin boys stopped growing. Her daughter lost her hair. She says she's undecided, and has a question for both of you to answer, but we'll start with Senator Sanders. Ms. Walters? QUESTION: After my family, the city of Flint and the children in D.C. were poisoned by lead, will you make a personal promise to me right now that, as president, in your first 100 days in office, you will make it a requirement that all public water systems must remove all lead service lines throughout the entire United States, and notification made to the â€” the citizens that have said service lines.",Flint water
48,377,SANDERS,candidate,14479,"SANDERS: I will make a personal promise to you that the EPA and the EPA director that I appoint will make sure that every water system in the United States of America is tested, and that the people of those communities know the quality of the water that they are drinking, and that we are gonna have a plan to rebuild water systems in this country that are unsafe for drinking.",Flint water
49,168,COOPER,moderator,14856,"COOPER: Let me just point out for accuracy's sake, there is 10 million lead service pipes delivering water to people all across this country tonight. Secretary Clinton?",Flint water
50,637,CLINTON,candidate,15024,"CLINTON: Well, I agree completely. I want to go further though. I want us to have an absolute commitment to getting rid of lead wherever it is because it's not only in water systems, it's also in soil, and it's in lead paint that is found mostly in older homes. That's why 500,000 children today have lead â€” lead in their bodies. So, I want to do exactly what you said. We will commit to a priority to change the water systems, and we will commit within five years to remove lead from everywhere. We were making progress on this in the 1990's. I worked with then Senator Obama to get more money, more support to do more to remove lead.",Flint water
51,18,COOPER,moderator,15661,COOPER: Thank you.,
52,156,CLINTON,candidate,15679,"CLINTON: That has, unfortunately, been in many ways, moved to a lower priority. I will elevate it, and I will do everything I can. Water, soil, and paint...",Flint water
53,24,COOPER,moderator,15835,COOPER: ... Thank you...,
54,50,APPLAUSE,audience,15902,[applause],
55,43,CLINTON,candidate,15859,CLINTON: ... We're going to get rid of it. ,
56,70,COOPER,moderator,15902,"COOPER: Thank you, Secretary. I want to go to my colleague, Don Lemon.",
57,281,LEMON,moderator,15972,"LEMON: Anderson, thank you very much. Secretary Clinton, tonight you call for the resignation, or for Governor Snyder to be recalled. There are residents of this city who want to see criminal charges brought against those who are responsible. Do you think people should go to jail?",Flint water
58,437,CLINTON,candidate,16253,"CLINTON: Well, that's going to be up to the legal system, Don. I mean, I can't standing here â€” I don't have all the facts, but people should be held accountable wherever that leads. If it leads to resignation, or recall if you're in political office. If it leads to civil penalties, if it leads to criminal responsibility. There has to be an absolute accountability, and I will support whatever the outcome of those investigations are.",Flint water
59,62,LEMON,moderator,16690,"LEMON: Senator Sanders, do you think people should go to jail?",
60,50,APPLAUSE,audience,17397,[applause],
61,645,SANDERS,candidate,16752,"SANDERS: Well, I agree, you know? We can't sit up here â€” I can't sit up here and make judgment over whether or not somebody committed a criminal act. But, I will tell you this that after an investigation, if people, in fact, were found to have committed a criminal act â€” I talked to a mother. Imagine this for a second, imagine a mother who had a bright seven-year-old gregarious girl doing well in school. Two years later, that child is now in special education, intellectual capabilities significantly deteriorated. That is a crime against that child, and the people of Flint. And, clearly, people are going to have to be held accountable.",Flint water
62,610,COOPER,moderator,17397,"COOPER: Thank you, Senator. Thank you, Secretary. I want to turn now to Bryn Mickle, the editor of the Flint Journal, he's our local partner in this debate. He has our next question. Bryn? QUESTION: Secretary Clinton, it took this water crisis for politicians like yourself to notice we are a city in trouble. You've only both recently started talking about Flint, holding campaign events here in just the past few weeks. Secretary Clinton, you've even made the crisis a centerpiece of a new campaign ad. Why should the people of Flint believe that you aren't just using this crisis to secure political points?",Flint water
63,50,APPLAUSE,audience,19324,[applause],
64,1317,CLINTON,candidate,18007,"CLINTON: Well, I think because throughout my public career I have been evening the odds for people in every way that I could. I started out with the Children's Defense Fund, I worked throughout my time as a young lawyer as a person, an activist. Certainly, in Arkansas, then in the White House, to try to fix problems wherever I saw them. And, this problem is one that is particularly outrageous and painful at the same time. So, when I heard about it I immediately sent people here to find out what was going on. It was almost unbelievable. We have this problem in other places, but we don't say that it was actually caused by decisions made by public officials in positions of authority, as this one was. Then, when I talked to the mayor I basically said, ""What can I do to help?"" Then, when I came here, and I met with some of the mothers, and met their children, and heard their stories â€” I'm just determined to do whatever I can. So, I have put together resources from the private and philanthropic communities to help provide a bridge because you've got to get the federal money, you've got to get the state money, but I'm going to do everything I can. And, I will be with Flint all the way through this crisis in whatever capacity I am. And, if I'm president, it will always be a priority for action from me.",Flint water
65,260,COOPER,moderator,19324,"COOPER: Bryn has a follow up. QUESTION: Senator Sanders, how about you? Your first visit to Flint as a presidential candidate was just over a week ago. That's almost five months after the people here were told to stop drinking the water. What took you so long?",Flint water
66,50,APPLAUSE,audience,20126,[applause],
67,916,SANDERS,candidate,19584,"SANDERS: Well, first of all, that's not quite accurate. I was here long before that. I will you what I did. What I did was meet very quietly in Detroit with parents and others who were impacted by this disaster. And the second thing I did is hold a town meeting, which was as nonpolitical as I could make it for hundreds of people to tell me and the world through the media exactly what was happening here in Flint. I think the fear and the legitimate fear of the people of Flint is that a certain point the TV cameras and CNN will disappear. And people are going to be left struggling in order to live in a safe and healthy community. All I can say is if you check my record going back a long time, I have stood with those who are hurting. I have stood with those who have no money, and I have taken on virtually every powerful special interest in the United States of America. That's my record and I'm proud of it.",Flint water
68,888,COOPER,moderator,20500,"COOPER: Thank you, Senator. This city is also facing a jobs crisis, 75 percent of Flint's manufacturing jobs have been lost in the last 25 years and about the same amount of time, Michigan lost 230,000 manufacturing jobs. I want to go to Tanisha Motron, she grew up in flint and now works in Detroit at the Shinola watch factory which as you know, is often held up as the blueprint for how to save American industry jobs. She says she's leaning towards secretary Clinton and has a question for her. QUESTION: A lot of members work in the auto industry here in Flint. That's ultimately what I wanted to do when I got out of school unfortunately, I was unable to get any one of the big three and that's why I now reside at Shinola. If you are elected president, what are you going to do to in the United States instead of sending them overseas to other countries? COOPER: Secretary Clinton?",exporting jobs
69,1435,CLINTON,candidate,21388,"CLINTON: I'm going to do what I think will work which is both carrots and sticks. Let me talk about the carrots. We're going to have a very clear set of proposals and incentives for manufacturing so that we change the way that companies think about making investments again in America. I have a comprehensive manufacturing plan that I will be implementing. We're also going to invest more on infrastructure as we both have said, ""it's woefully under resourced."" That will put a lot of people to work. I want to do more to help small businesses, they are the source of two thirds of our jobs and we have to help them start and grow, particularly minority and women-owned small businesses. We need to do more to help create clean energy as a source of good jobs but I am also going to go after companies. You know, when a company decides to leave like Nabisco is leaving and they have gotten tax benefits from Chicago and Illinois to stay there, I will claw back the benefits. They will have to pay them back if they are leaving a place that actually invested in them. I am also going to go after companies like Johnson Controls in Wisconsin. They came and got part of the bailout because they were an auto parts supplier and now they want to move headquarters to Europe. They are going to have to pay an exit fee. We are going to stop this kind of job exporting and we are going to start importing and growing jobs again in our country.",exporting jobs
70,42,COOPER,moderator,22823,"COOPER: Senator sanders, I will let you...",
71,50,APPLAUSE,audience,23101,[applause],none
72,50,APPLAUSE,audience,23501,[applause],none
73,50,APPLAUSE,audience,23633,[applause],none
74,1118,SANDERS,candidate,22865,"SANDERS: I am very glad, Anderson, that secretary Clinton discovered religion on this issue but it's a little bit too late. Secretary Clinton supported virtually every one of the disastrous trade agreements written by corporate America. NAFTA, supported by the Secretary cost, us 800,000 jobs nationwide, tens of thousands of jobs in the Midwest. Permanent normal trade relations with China cost us millions of jobs. Look, I was on a picket line in early 1990's against NFATA because you didn't need a PhD in economics to understand that American workers should not be forced to compete against people in Mexico making 25 cents an hour. SANDERS: And the reason that I was one of the first, not one of the last to be in opposition to the TPP is that American workers... ...should not be forced to compete against people in Vietnam today making a minimum wage of $0.65 an hour. Look, what we have got to do is tell corporate America that they cannot continue to shut down. We've lost 60,000 factories since 2001. They're going to start having to, if I'm president, invest in this country â€” not in China, not in Mexico.",trade agreements
75,50,APPLAUSE,audience,24010,[applause],none
76,27,COOPER,moderator,23983,COOPER: Secretary Clinton? ,none
77,50,APPLAUSE,audience,24474,[applause],none
78,572,CLINTON,candidate,24010,"CLINTON: Well â€” well, I'll tell you something else that Senator Sanders was against. He was against the auto bailout. In January of 2009, President-Elect Obama asked everybody in the Congress to vote for the bailout. The money was there, and had to be released in order to save the American auto industry and four million jobs, and to begin the restructuring. We had the best year that the auto industry has had in a long time. I voted to save the auto industry. He voted against the money that ended up saving the auto industry. I think that is a pretty big difference.",auto bailout
79,123,SANDERS,candidate,24582,"SANDERS: Well, I â€” If you are talking about the Wall Street bailout, where some of your friends destroyed this economy...",Wall Street
80,20,CLINTON,candidate,24705,CLINTON: You know...,none
81,48,SANDERS,candidate,24725,"SANDERS: ... through â€” excuse me, I'm talking.",none
82,50,APPLAUSE,audience,24802,[applause],none
83,41,COOPER,moderator,24773,COOPER: Let him [inaudible].  [crosstalk],none
84,69,CLINTON,candidate,24814,"CLINTON: If you're gonna talk, tell the whole story, Senator Sanders.",none
85,46,SANDERS,candidate,24883,SANDERS: Let me tell my story. You tell yours.,none
86,16,CLINTON,candidate,24929,CLINTON: I will.,none
87,50,APPLAUSE,audience,25371,[applause],none
88,426,SANDERS,candidate,24945,"SANDERS: Your story is for â€” voting for every disastrous trade agreement, and voting for corporate America. Did I vote against the Wall Street bailout? When billionaires on Wall Street destroyed this economy, they went to Congress and they said, ""please, we'll be good boys, bail us out."" You know what I said? I said, ""let the billionaires themselves bail out Wall Street."" It shouldn't be the middle class of this country.",Wall Street
89,18,CLINTON,candidate,25371,"CLINTON: OK, so...",none
90,26,COOPER,moderator,25389,COOPER: Secretary Clinton?,none
91,461,SANDERS,candidate,25415,"SANDERS: Wait a minute. Wait. Could I finish? You'll have your turn, all right? But ultimately, if you look at our records, I stood up to corporate America time and time again. I went to Mexico. I saw the lives of people who were working in American factories and making $0.25 an hour. I understood that these trade agreements were going to destroy the middle class of this country. I led the fight against us. That is one of the major differences that we have.",trade agreements
92,26,COOPER,moderator,25876,COOPER: Secretary Clinton.,none
93,50,APPLAUSE,audience,25939,[applause],none
94,50,APPLAUSE,audience,26236,[applause],none
95,50,APPLAUSE,audience,27010,[applause],none
96,1108,CLINTON,candidate,25902,"CLINTON: Well, if I â€” if I could... ...to set the record straight, I voted against the only multinational trade agreement that came before me when I was in the Senate. It was called CAFTA. I came out against the TPP after it was finished. I thought it was reasonable to actually know what was in it before I opposed it. I oppose it. Now let me get back to what happened in January of 2009. The Bush administration negotiated the deal. Were there things in it that I didn't like? Would I have done it differently? Absolutely. But was the auto bailout money in it â€” the $350 billion that was needed to begin the restructuring of the auto industry? Yes, it was. So when I talk about Senator Sanders being a one-issue candidate, I mean very clearly â€” you have to make hard choices when you're in positions of responsibility. The two senators from Michigan stood on the floor and said, ""we have to get this money released."" I went with them, and I went with Barack Obama. You did not. If everybody had voted the way he did, I believe the auto industry would have collapsed, taking four million jobs with it.",auto bailout
97,24,COOPER,moderator,27010,COOPER: Senator Sanders?,none
98,50,APPLAUSE,audience,27373,[applause],none
99,50,APPLAUSE,audience,28058,[applause],none
100,1024,SANDERS,candidate,27034,"SANDERS: I believe that the recklessness, the greed, and the illegal behavior of Wall Street drove this country into the worst economic downturn in the history of the United â€” modern history of the United States of America. And I will be damned if it was the working people of this country who had to bail out the crooks on Wall Street.  And what I proposed â€” and I had an amendment that was defeated â€” it was defeated by a voice vote on the floor of the Senate â€” that said to those people on the top who benefited from Wall Street greed â€” I said, ""you pay for the bailout. Don't go to my constituents, who are struggling to make ends meet."" In terms of the auto bailout, of course that made sense. In terms of the stimulus package, of course that made sense, and I strongly supported President Obama's position on that. But let us be clear, one of the major issues Secretary Clinton says I'm a one-issue person, well, I guess so. My one issue is trying to rebuild a disappearing middle class. That's my one issue.",Wall Street
101,26,COOPER,moderator,28058,COOPER: Senator Sanders...,none
102,50,APPLAUSE,audience,28762,[applause],none
103,678,CLINTON,candidate,28084,"CLINTON: Well, all I can say is that given the terrible pressures that the auto industry was under and that the middle class of this state and Ohio and Indiana and Illinois and Wisconsin and Missouri and other places in the Midwest were facing, I think it was the right decision to heed what President-elect Obama asked us to do. He sent a letter, an authorized letter, asking us to support that to save the auto industry. Yes, were there things in it that you and I would not have necessarily wanted? That's true. But when it came down to it, you were either for saving the auto industry or you were against it. I voted to save the auto industry. And I am very glad that I did.",auto bailout
104,50,APPLAUSE,audience,29200,[applause],none
105,438,SANDERS,candidate,28762,"SANDERS: Let me just say this, while we are on Wall Street, one of us has a super PAC. One of us has raised $15 million from Wall Street for that super PAC. One of us has given speeches on Wall Street for hundreds of thousands of dollars. Now, I kind of think if you get paid a couple hundred thousand dollars for a speech, it must be a great speech. I think we should release it and let the American people see what that transcript was. ",Clintons Wall Street speeches
106,1051,CLINTON,candidate,29200,"CLINTON: And I have said and I will say again, I will be happy to release anything I have as long as everybody else does too, because what really is behind that question, Republicans and Democrats, is where I can stand up to Wall Street. Well, let's have some facts instead of some rhetoric for a change. I went to Wall Street when I was a United States senator. I told them they were wrecking the economy. I asked for a moratorium on foreclosures. I asked that we do more to try to prevent what I worried was going to happen. I also called for closing loopholes including the carried interest loophole. I also called for changes in CEO pay. I have a record. And you know what, if you were going to be in some way distrusted or dismissed about whether you can take on Wall Street if you ever took money, President Obama took more money from Wall Street in the 2008 campaign than anybody ever had. And when it came time to stand up to Wall Street, he passed and signed the toughest regulation since the Great Depression with the Dodd-Frank regulations.",Clintons Wall Street speeches
107,322,COOPER,moderator,30251,"COOPER: Senator Sanders, just yesterday, in fact, you said just â€” I believe it was yesterday you said not only her speech must have been a fantastic speech, it must have been a Shakespearean speech for that amount of money. Is her answer enough for you that she will release it when all the Republicans and Democrats do?",Clintons Wall Street speeches
108,50,APPLAUSE,audience,31548,[applause],Clintons Wall Street speeches
109,975,SANDERS,candidate,30573,"SANDERS: All right, look, Secretary Clinton wants everybody else to release it, well, I'm your Democratic opponent, I release it, here it is. There ain't nothing. I don't give speeches to Wall Street for hundreds of thousands of dollars, you got it. Second of all, when we talk about being tough on Wall Street, and this galls me and the American people. Recently Goldman Sachs, among many other major financial institutions on Wall Street, as you know, reached a settlement with the federal government for $5 billion because they were selling worthless packages of subprime mortgages, $5 billion settlement. You know how many people, executives on Wall Street have gone to jail? If you are a kid caught with marijuana in Michigan, you get a police record. If you are an executive on Wall Street that destroys the American economy, you pay a $5 billion fine, no police record. If I am elected president, we are going to bring justice back to a broken criminal justice system.",Clintons Wall Street speeches
110,26,COOPER,moderator,31548,COOPER: Secretary Clinton?,none
111,489,CLINTON,candidate,31574,"CLINTON: Well, I think we are in vigorous agreement on this. I have said repeatedly no bank is too big to fail, no executive too powerful to jail. And I have said that I would use the tools in the Dodd-Frank regulations, that if any bank posed a systemic risk to the economy, they would be broken up. Because we now have tools, laws that we didn't have before. And I am very happy we did. Because there does need to be accountability, including criminal accountability if it is called for.",Wall Street
112,376,COOPER,moderator,32063,"COOPER: Senator Sanders, I just want to show the audience, you sent a tweet, I want to return to trade. You sent a tweet on Thursday, this is the tweet, I'm showing it to viewers. It says the people of Detroit know the real costs of Hillary Clinton's free trade policies. It shows pictures of crumbling buildings. It seems like you're blaming her for the situation in Detroit.",trade agreements
113,166,SANDERS,candidate,32439,"SANDERS: Well, I'm blaming the trade policies. You know what? This is an amazing thing which I didn't know until recently, and I wonder how many people did know this.",trade agreements
114,73,COOPER,moderator,32605,"COOPER: But, you're calling them Hillary Clinton's failed trade policies.",trade agreements
115,50,APPLAUSE,audience,32913,[applause],
116,50,APPLAUSE,audience,33672,[applause],
117,994,SANDERS,candidate,32678,"SANDERS: Well, Hillary Clinton, and everybody else who supported these disastrous trade policies. She wasn't alone. We have many, many Republicans and far too many Democrats who supported these disastrous trade policies. Do you know... ... Do you know that in 1960 Detroit Michigan was one of the wealthiest cities in America? Flint, Michigan was a prosperous city, but then what happened is corporate America said why do I want to pay somebody in Michigan a living wage when I can pay slave wages in Mexico or China? We're going to shut down, we're going to move abroad, we're going to bring those products back into this country. Those trade policies, as much as any other set of policies, has resulted in the shrinking of the American middle class. And, I'll tell you what else it did. It's not only job loss by the millions, it is the race to the bottom so that new jobs in manufacturing, in some cases today, pay 50 percent less than they did 20 years ago. How stupid is that trade policy?",trade agreements
118,26,COOPER,moderator,33672,COOPER: Secretary Clinton?,
119,1162,CLINTON,candidate,33698,"CLINTON: You know, if we're going to argue about the 1990's instead of talking about the future, which I'd much prefer because I think every election is about the future, and you all deserve to know what we will do to help you have a brighter future â€” but, if we are going to talk about the 1990's I think it's only fair to say that at the end of the 1990's, after two terms of my husband's presidency, the unemployment rate in Michigan was 4.4 percent. There had been a net increase of 54,000 manufacturing jobs. There had been a net increase of 653,000 jobs overall. And, one of the ways jobs were brought to, and grown here in Michigan was through something called the Export-Import Bank which helped a lot of businesses, particularly small businesses, be able to export around the world. Senator Sanders opposes that. I think we're in a race for exports. I think China, Germany, everybody else supports their businesses. Here in Michigan there's been $11 billion dollars in recent years used to support exports, primarily from small businesses. I favor that, he's opposed it. I want to do everything I can for us to compete and win in the global economy...",trade agreements
120,30,COOPER,moderator,34860,COOPER: ... Senator Sanders...,
121,54,CLINTON,candidate,34890,CLINTON: ... and that's what I will do as president...,
