,duration,speaker,speaker_type,start_time,text,topic
24,286,SALINAS,moderator,4969,"SALINAS: Senator, aside from your astounding upset last night in Michigan, you are still far behind Secretary Clinton in delegate count. She has 1,221 delegates, including superdelegates, and you have 571. What is your pathway to make up the deficit, and can you realistically catch up?",delegate count
25,50,APPLAUSE,audience,5437,[applause],
26,50,APPLAUSE,audience,6005,[applause],
27,750,SANDERS,candidate,5255,"SANDERS: Well, you know, when we began this campaign, I was 3% in the polls. I was probably 60 or 70 points behind the Secretary. We have come a long way in 10 months. We have won... ...including Michigan last night, which some people,considered one of the major political upsets in modern American history. We have won nine state primaries and caucuses. And I believe that our message of the need for people to stand up and tell corporate America and Wall Street that they cannot have it all is resonating across this country. And I think in the coming weeks and months, we are going to continue to do extremely well, win a number of these primaries, and convince superdelegates that Bernie Sanders is the strongest candidate to defeat Donald Trump.",delegate count
28,870,RAMOS,moderator,6005,"RAMOS: Secretary Clinton, I want to disclose once again that my daughter Paula works for your campaign. And now I have a question about your emails. Your Republican opponents say that those emails have endangered our national security. When you were secretary of state, you wrote 104 emails in your private server that the government now says contain classified information according to The Washington Post analysis. That goes against a memo that you personally sent to your employees in 2011 directing all of them to use official email, precisely because of security concerns. So it seems that you issued one set of rules for yourself and a different set of rules for the rest of the State Department. So who specifically gave you permission to operate your email system as you did? Was it President Barack Obama? And would you drop out of the race if you get indicted?",Clintons emails
29,1139,CLINTON,candidate,6875,"CLINTON: Well, Jorge, there's a lot of questions in there. And I'm going to give the same answer I've been giving for many months. It wasn't the best choice. I made a mistake. It was not prohibited. It was not in any way disallowed. And as I have said and as now has come out, my predecessors did the same thing and many other people in the government. But here's the cut to the chase facts. I did not send or receive any emails marked classified at the time. What you are talking about is retroactive classification. And the reason that happens is when somebody asks or when you are asked to make information public, I asked all my emails to be made public. Then all the rest of the government gets to weigh in. And some other parts of the government, we're not exactly sure who, has concluded that some of the emails should be now retroactively classified. They've just said the same thing to former Secretary Colin Powell. They have said, we're going to retroactively classify emails you sent personally. Now I think he was right when he said this is an absurdity. And I think that what we have got here is a case of overclassification.",Clintons emails
30,35,RAMOS,moderator,8014,RAMOS: If we get your permission...,
31,50,APPLAUSE,audience,8159,[applause],
32,110,CLINTON,candidate,8049,CLINTON: I am not concerned about it. I am not worried about it and no Democrat or American should be either. ,
33,107,RAMOS,moderator,8159,"RAMOS: Secretary Clinton, the questions were, who gave you permission to cooperate? Was it President Obama?",Clintons emails
34,100,CLINTON,candidate,8266,CLINTON: There was no permission to be asked. It had been done by my predecessors. It was permitted.,Clintons emails
35,55,RAMOS,moderator,8366,RAMOS: If you get indicted would you going to drop out?,Clintons emails
36,50,APPLAUSE,audience,8517,[applause],
37,96,CLINTON,candidate,8421,"CLINTON: Oh, for goodness â€” that's not going to happen. I'm not even answering that question. ",
38,198,RAMOS,moderator,8517,"RAMOS: Senator Sanders, you have gone from saying the following, the American people are sick and tired of hearing about your damn e- mails, to claiming that it is a very serious issue. Which is it?",Clintons emails
39,368,SANDERS,candidate,8715,"SANDERS: There is a process under way, and that process will take its course. Today in America, the middle class is disappearing. We have massive levels of income and wealth inequality, climate change threatens the whole planet, 47 million people live in poverty. I'm going to focus on the issues facing the working families of this country. That process specifically.",Clintons emails
40,163,TUMULTY,moderator,9083,"TUMULTY: Secretary Clinton, you have known Donald Trump a long time. You have seen what kind of campaign he's running. Secretary Clinton, is Donald Trump a racist?",Trump racism
41,50,APPLAUSE,audience,9625,[applause],
42,50,APPLAUSE,audience,10077,[applause],
43,831,CLINTON,candidate,9246,"CLINTON: Karen, I'm going to follow my friend Senator Sanders model here. If I'm so fortunate enough to be the Democratic nominee, there will be a lot of time to talk about him. I was the first one to call him out. I called him out when he was calling Mexicans rapists. When he was engaging in rhetoric that I found deeply offensive. I said basta, and I am pleased that others... ...others are also joining in making clear that his rhetoric, his demagoguery, his trafficking in prejudice and paranoia has no place in our political system. Especially from somebody running for president who couldn't decide whether or not to disavow the Ku Klux Klan and David Duke. So people can draw their own conclusions about him. I will just end by saying this. You don't make America great by getting rid of everything that made America great.",Trump racism
44,373,TUMULTY,moderator,10077,"TUMULTY: Secretary Clinton, my question was about his character. And that is one of the primary things that Americans think about when they choose their next president. How would you describe the character of a person who has said the sorts of things he has about Mexican immigrants, about women, and who would ban people from entering this country based on their religion?",Trump racism
45,496,CLINTON,candidate,10450,"CLINTON: I think it's un-American. I think what he has promoted is not at all in keeping with American values, Karen. And I am going to take every opportunity to criticize him, to raise those issues. I'm not going to engage in the kind of language that he uses. I think we can make the case against him if he is the nominee, by pointing out what he has said. What he claims to believe in The values he's promoting and I think that's a better way for the American people to draw their conclusions.",Trump racism
46,79,TUMULTY,moderator,10946,"TUMULTY: Senator Sanders, do you think it's fair to call Donald Trump a racist?",Trump racism
47,50,APPLAUSE,audience,11395,[applause],
48,50,APPLAUSE,audience,11626,[applause],
49,601,SANDERS,candidate,11025,"SANDERS: This is what I think. I think that the American people are never going to elect a president who insults Mexicans, who insults Muslims, who insults women, who insults African-Americans. And let us not forget that several years ago, Trump was in the middle of the so- called birther movement, trying to delegitimize the president of the United States of America.  You know, I find it very interesting, Karen, my dad was born in Poland. I know a little bit about the immigrant experience. Nobody has ever asked me for my birth certificate. Maybe it has something to do with the color of my skin.",Trump racism
50,56,TUMULTY,moderator,11626,TUMULTY: So what does that tell you about his character?,
51,50,APPLAUSE,audience,11835,[applause],
52,153,SANDERS,candidate,11682,"SANDERS: And I am very pleased â€” I am very pleased that I think in the last national poll that I saw, we were running 18 points ahead of Donald Trump. ",Trump racism
53,149,RAMOS,moderator,11835,"RAMOS: On [inaudible], people are talking about immigration, and this map shows where in the country they are talking about it the most. Maria Elena?",Trump racism
54,50,LAUGHTER,audience,12544,[laughter],
55,560,SALINAS,moderator,11984,"SALINAS: So Secretary, I have a question for you. In 2003, you said on a radio show, specifically it was John Gambling's radio show in New York, that you were adamantly against illegal immigrants and that people have to stop employing illegal immigrants. Your new immigration plan is that you would expand President Obama's executive actions and that you would push for legislation that would include a path to citizenship for undocumented immigrants. So, are you flip-flopping on this issue? Or are you pandering to Latinos, what some would call Hispandering?",immigration reform
56,50,APPLAUSE,audience,13361,[applause],
57,817,CLINTON,candidate,12544,"CLINTON: In 2003, I sponsored the DREAMER Act. I sponsored I think in every Congress after that. I have been consistent and committed to comprehensive immigration reform with a path to citizenship. I think our best chance was in 2007, when Ted Kennedy led the charge on comprehensive immigration reform. We have Republican support. We had a president willing to sign it. I voted for that bill. Senator Sanders voted against it. Just think, imagine where we would be today is we had achieved comprehensive immigration reform nine years ago. Imagine how much more secure families would be in our country, no longer fearing the deportation of a loved one; no longer fearing that they would be found out. So I am staunchly in favor of comprehensive immigration reform and have been so over the course of my public career.",immigration reform
58,262,SALINAS,moderator,13361,"SALINAS: Now, Senator Sanders, in 2007, you voted against immigration reform. You now say that it was because the bill had guestworker provisions which seemed semi-slavery. But back then, this is what you said to CNN's Lou Dobbs. Let's listen. [begin video clip]",immigration reform
59,289,SANDERS,candidate,13623,"SANDERS: Poverty is increasing. And if wages are going down, I don't know why we need millions of people to be coming into this country as guestworkers who will work for lower wages than American workers and drive wages down even lower than they are right now. [end video clip] [crosstalk]",immigration reform
60,168,SALINAS,moderator,13912,"SALINAS: So, Senator, were you concerned with working conditions for guestworkers, or really because you think immigrants drive down wages and take jobs from Americans?",immigration reform
61,857,SANDERS,candidate,14080,"SANDERS: Well, you have guestworker programs that have been described by the Southern Poverty Law Center, one of the important institutions in this country who studies these issues, as guestworkers programs akin to slavery, where people came in. They were cheated. They were abused. They were humiliated. And if they stood up for their rights, they would be thrown out of the country. Of course, that type of [inaudible] leads to a race to the bottom for all of our people. And I worked very hard on that issue. And of course, I supported the 2013 immigration reform bill. And what I believe right now is not only that we need comprehensive immigration reform, if the Congress does not do its job, as president of the United States I will use the executive powers of that office to do what has to be done, to do what President Obama did, and expand on that.",immigration reform
62,50,APPLAUSE,audience,14984,[applause],
63,214,SALINAS,moderator,14937,"SALINAS: But if you're saying that you would... ...if you're saying that you would expand on the executive actions, how do you that they're not going to end up in a legal battle just like Obama's executive actions?",immigration reform
64,407,SANDERS,candidate,15151,"SANDERS: Well, we do the best â€” we don't know. And I should also say with regard to that 2007 immigration bill, as you may know, LULAC, the major Hispanic organization in his country, also opposed that bill as did many other Latino organizations. But to your point, we have to do the best we can. I applaud President Obama for his efforts on DAPA and DACA. And I think we have got to expand those efforts.",immigration reform
65,50,APPLAUSE,audience,15580,[applause],
66,721,CLINTON,candidate,15558,"CLINTON: If I could... You know, I think it's very hard to make the case that Ted Kennedy, Barack Obama, me, La Raza, United Farmworkers, Dolores Huerta, leaders of the Latino community, would have supported a bill that actually promoted modern slavery. That was one of the many excuses used not to vote for the 2007 bill. And I will go back to what I said. If we had been able to get that passed, we would be so much further along now. I'm committed to defending DAPA and DACA. I'm committed to going even further to get more people deferred action, to go as far as I can under the law. And I am committed to introducing comprehensive immigration reform with a path to citizenship in the first 100 days of my presidency.",immigration reform
67,69,SALINAS,moderator,16279,"SALINAS: Secretary Sanders (sic). Senator, would you like to respond?",
68,50,APPLAUSE,audience,16772,[applause],
69,802,SANDERS,candidate,16348,"SANDERS: Well, when we talk about efforts to assist immigrants, Secretary Clinton prevailed upon the governor of New York, Elliot Spitzer, who wanted to do the right thing and provide driver's license to these who were undocumented, she said don't do it, and New York State still does not do it. In Vermont, by the way, I worked with officials and undocumented people in Vermont do have the ability to get driver's license.  When we talk about immigration, the secretary will remember that one of the great tragedies, human tragedies of recent years is children came from Honduras where there's probably more violence than almost any place in this country, and they came into this country. And I said welcome those children into this country, Secretary Clinton said send them back. That's a difference.",immigration reform
70,1140,CLINTON,candidate,17150,"CLINTON: Let me â€” let me respond again because the misrepresentation can't go unanswered here. First of all, that is something that is not fair about what I said. I did say we needed to be very concerned about little children coming to this country â€” on their own, very often â€” many of them not making it. And when they got here, they needed, as I have argued for, legal counsel, due process, to make a decision. We need to end private detention, we need to end family detention. And in 2006, when Senator Sanders was running for the Senate from Vermont, he voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minute Men who were taking up outposts along the border to hunt down immigrants. So I think when you were running for the Senate, you made it clear by your vote, Senator, that you were going to stand with the Republicans. When you got to the Senate in 2007, one of the first things you did was vote against Ted Kennedy's immigration reform which he'd been working on for years before you ever arrived.",immigration reform
71,50,APPLAUSE,audience,18318,[applause],
72,28,SALINAS,moderator,18290,SALINAS: One last response. ,
73,51,SANDERS,candidate,18318,SANDERS: Let me respond â€” let me respond to that.,
74,18,SALINAS,moderator,18369,SALINAS: Go ahead.,
75,50,APPLAUSE,audience,18706,[applause],
76,50,APPLAUSE,audience,19044,[applause],
77,657,SANDERS,candidate,18387,"SANDERS: You know, Ted Kennedy was a very close friend of mine, and I served on the committee he chaired, the Health, Education, Labor Committee. And Ted Kennedy was kind enough to allow me to hold a hearing in 2008, I believe, in Congress, dealing with the plight of undocumented tomato pickers in Immokalee, Florida.  And I went there on my own. Wasn't an issue really for the state of Vermont to expose the horrendous working conditions and the semi slavery, if you like, that those workers lived under. And the result of that hearing and the work that many, many people did was to significantly improve the wages and working conditions of those workers.",immigration reform
78,118,RAMOS,moderator,19044,"RAMOS: Senator, Secretary, we're going to take a break and we'll continue talking about immigration when we come back.",
79,26,CLINTON,candidate,19162,CLINTON: Great. Thank you.,
80,107,RAMOS,moderator,19188,RAMOS [through translator]: So this is the moment of talking about deportations. We're going to immigrants.,immigration reform
81,182,SALINAS,moderator,19295,SALINAS [through translator]: [inaudible] Facebook page [inaudible]. Tell us what you think of the debate in the comment section. We will come back after the break.[commercial break],immigration reform
82,457,RAMOS,moderator,19477,"RAMOS [through translator]: We're back to the Democratic debate. Secretary Clinton, the last time we talked in January, in Iowa, I asked you if you could be the next deporting chief. And you told me, no, that you wouldn't be the next deporter in chief. However, you refused two times to say you would not deport children. This is what you said. [begin video clip] RAMOS: And can you promise that you won't deport immigrants who don't have a criminal record?",immigration reform
83,114,CLINTON,candidate,19934,"CLINTON: Here's what I can promise Jorge, I can promise that I will do everything possible to provide due process.",immigration reform
84,36,RAMOS,moderator,20048,RAMOS: But will you deport children?,immigration reform
85,236,CLINTON,candidate,20084,"CLINTON: Let me say this. I would give every person, but particularly children, due process to have their story told. And a lot of children will, of course, have very legitimate stories under our law to be able to stay. [end video clip]",immigration reform
86,391,RAMOS,moderator,20320,"RAMOS: So secretary, you seem to be defending President Obama's deportation policy. And as you know, so far he has deported more than 2.5 million immigrants. So if you really don't want to be the next deporter in chief, can you promise tonight that you won't deport children and that you won't deport immigrants who don't have a criminal record and this time, could I get a yes or no answer?",immigration reform
87,50,APPLAUSE,audience,21540,[applause],
88,829,CLINTON,candidate,20711,"CLINTON: Yes, you can because the question you were asking me were about children seeking asylum. And we have laws. That was the most critical thing I said. Under our laws. I would like to see those laws changed. I would like see added to them, a guaranteed counsel and other support for children. But if you are asking about everyone who is already here, undocumented immigrants, the 11-12 million who are living here, my priorities are to deport violent criminals, terrorists, and anyone who threatens our safety. So I do not have the same policy as the current administration does. I think it's important that we move to our comprehensive immigration reform, but at the same time, stop the raids, stop the round-ups, stop the deporting of people who are living here doing their lives, doing their jobs, and that's my priority.",immigration reform
89,115,RAMOS,moderator,21540,"RAMOS: But again, yes or no, can you promise tonight that you won't deport children, children who are already here?",immigration reform
90,291,CLINTON,candidate,21655,"CLINTON: I will not deport children. I would not deport children. I do not want to deport family members either, Jorge. I want to, as I said, prioritize who would be deported: violent criminals, people planning terrorist attacks, anybody who threatens us. That's a relatively small universe.",immigration reform
91,148,RAMOS,moderator,21946,RAMOS: OK. So I want to be very specific. So you are telling us tonight that if you become president you won't deport children who are already here?,immigration reform
92,20,CLINTON,candidate,22094,CLINTON: I will not.,
93,77,RAMOS,moderator,22114,RAMOS: And that you won't deport immigrants who don't have a criminal record?,immigration reform
94,367,CLINTON,candidate,22191,"CLINTON: That's what I'm telling you. Now I don't want â€” because I'm not contradicting what I told you in the interview. Asylum is a particular legal process. I'd like to see it changed. I'd like to see us give more support to people who come fleeing the terrible violence that they do. But under our law, we have a process we have to go through which is different.",immigration reform
95,43,RAMOS,moderator,22558,RAMOS: So you will stop those deportations.,immigration reform
96,24,CLINTON,candidate,22601,CLINTON: I would stop...,
97,39,RAMOS,moderator,22625,RAMOS: The deportations for children...,immigration reform
98,13,CLINTON,candidate,22664,CLINTON: Yes.,
99,54,RAMOS,moderator,22677,RAMOS: ... and those who don't have a criminal record.,immigration reform
100,50,APPLAUSE,audience,22915,[applause],
101,184,CLINTON,candidate,22731,"CLINTON: Of the people, the undocumented people living in our country, I do not want to see them deported. I want to see them on a path to citizenship. That is exactly what I will do. ",immigration reform
102,96,RAMOS,moderator,22915,"RAMOS: Senator Sanders, would you â€” can you promise us tonight that you won't deport children?",immigration reform
103,50,APPLAUSE,audience,23785,[applause],
104,868,SANDERS,candidate,23011,"SANDERS: Let me just say this. I don't think that the secretary fully answered your question, and I think the proof may be in the pudding. Honduras and that region of the world may be the most violent region in our hemisphere. Gang lords, vicious people torturing people, doing horrible things to families. Children fled that part of the world to try, try, try, try, maybe, to meet up with their family members in this country, taking a route that was horrific, trying to start a new life. Secretary Clinton did not support those children coming into this country. I did. Now I happen to agree with President Obama on many, many issues. I think he has done a great job as president of the United States. He is wrong on this issue of deportation. I disagree with him on that. So to answer your question, no, I will not deport children from the United States of America.",immigration reform
105,85,RAMOS,moderator,23879,RAMOS: And can you promise not to deport immigrants who don't have a criminal record?,immigration reform
106,50,APPLAUSE,audience,23998,[applause],
107,34,SANDERS,candidate,23964,SANDERS: I can make that promise. ,
108,50,APPLAUSE,audience,24762,[applause],
109,764,CLINTON,candidate,23998,"CLINTON: This is why I go back to that 2007 vote because if we had been successful then, a lot of the issues we are still discussing today would be in the rear-view mirror. I want us to be able to achieve comprehensive immigration reform if I'm so fortunate enough to be president. And we do have to take a look at asylum laws. When I was secretary of state, I worked to try to support many different approaches to ending the violence in Central America. I was there meeting with leaders, security leaders, and others. And I think the Congress should support the president's request to fund programs that would protect people and change the culture of criminality and violence in Central America, helping people be able to stay safely in their homes and countries.",immigration reform
110,50,APPLAUSE,audience,25365,[applause],
111,603,SANDERS,candidate,24762,"SANDERS: Let me just answer, I want to get back to this 2007 immigration bill. It's true, Ted Kennedy, a good friend of mine, and I think of the secretary's, did work very hard on that bill. But does anyone really believe that if that bill was all so good, as the secretary is touting, that LULAC and other major Latino organizations, the largest Latino organizations in this country said no to that bill. And I worked very hard in improving the guest worker provisions so that in 2013 a bill I strongly supported, people who were in the guest worker program in America would not be treated like slaves.",immigration reform
112,430,CLINTON,candidate,25365,"CLINTON: Let me just conclude by saying that United Farm Workers considered that bill in their words the last best hope for farm workers and immigrants. They have proven to be right in the succeeding years. I only hope that we can put together a coalition to pass comprehensive immigration reform in the next Congress. And as I said earlier, in 2006, Senator Sanders supported indefinite detention for people facing deportation...",immigration reform
113,16,SANDERS,candidate,25795,SANDERS: It's...,
114,50,APPLAUSE,audience,26094,[applause],
115,283,CLINTON,candidate,25811,"CLINTON: ...and stood with the Minutemen vigilantes in their ridiculous, absurd efforts to, quote, ""hunt down immigrants. So look, I think the goal here is to elect a Democratic Senate, elect a Democratic president and get to work immediately to get comprehensive immigration reform.",immigration reform
116,77,RAMOS,moderator,26094,"RAMOS: Did you support the Minutemen, Senator? Did you support the Minutemen?",immigration reform
117,19,SANDERS,candidate,26171,SANDERS: I'm sorry?,
118,68,RAMOS,moderator,26190,"RAMOS: Did you support the Minutemen, as Secretary Clinton has said?",immigration reform
119,50,APPLAUSE,audience,26701,[applause],
120,50,APPLAUSE,audience,26904,[applause],
121,646,SANDERS,candidate,26258,"SANDERS: Of course not. There was a piece of legislation supported by dozens and dozens of members of the House which codified existing legislation. What the secretary is doing tonight and has done very often is take large pieces of legislation and take pieces out of it. No, I did not oppose the bailout or the support of the automobile industry. No, I do not support vigilantes, and that is a horrific statement, an unfair statement to make. I will stand [inaudible] of my career, political career fighting for workers, fighting for the poorest people in this country. Madame Secretary, I will match my record against yours any day of the week.",immigration reform
122,75,CLINTON,candidate,26904,"CLINTON: Well, let's do that. Let's talk about that. Let's talk about that.",
123,42,RAMOS,moderator,26979,"RAMOS: Secretary, you said this morning...",
124,869,CLINTON,candidate,27021,"CLINTON: Let's talk about the auto bailout because I think it's important for people to understand what happened. In December of 2008, we were both in the Senate, there was a vote on a free-standing bill to rescue the auto industry. We both voted for it. was the right vote. Unfortunately, it did not succeed. The Republicans marshalled the votes against it. A month later, in January, a new piece of legislation was offered that contained the money that would be used for the auto rescue. Then President-elect Obama â€” before he'd even been sworn in â€” sent word to all of us that he really hoped we would support it. He was still in the Senate, I was still in the Senate. And I voted for it. It was a hard vote. I'll tell you, it was a hard vote. A lot of the votes you make are hard votes. But the fact is the money that rescued the auto industry was in that bill.",auto bailout
125,21,SALINAS,moderator,27890,SALINAS: Secretary...,
126,133,CLINTON,candidate,27911,"CLINTON: Now, Senator Sanders voted against it. That's his perfect right to vote against it. But if everyone had voted as he voted...",
127,19,RAMOS,moderator,28044,"RAMOS: OK, Senator.",
128,24,SANDERS,candidate,28063,"SANDERS: Yeah, let me...",
129,57,CLINTON,candidate,28087,CLINTON: ... we would not have rescued the auto industry.,
130,50,APPLAUSE,audience,28256,[applause],
131,112,RAMOS,moderator,28144,RAMOS: You have 30 seconds and then we'll pass to another. Thirty more seconds and then we'll move to another...,
132,50,APPLAUSE,audience,28501,[applause],
133,594,SANDERS,candidate,28256,"SANDERS: Let me â€” let's â€” so that everybody knows, the bill that Secretary Clinton is talking about, that is â€” that was the bailout of the recklessness, irresponsibility and illegal behavior of Wall Street. It was the Wall Street bailout.  And I find it interesting that when Secretary Clinton, who was the former senator of New York, of course, when she defended her vote, she said, well, it's going to help the big banks in New York. Those are my constituents. And then you go to Detroit and suddenly this legislation helps the automobile workers. There was an article just yesterday...",auto bailout
134,34,SALINAS,moderator,28850,"SALINAS: Your time is up, Senator.",
135,74,SANDERS,candidate,28884,"SANDERS: ... where people like Senator Bayh and Ron Wyden, Byron Dorgan...",
136,46,SALINAS,moderator,28958,"SALINAS: Senator â€” your time is up, Senator.",
137,108,SANDERS,candidate,29004,"SANDERS: ...former senators said, no, this wasn't the automobile bailout. It was the bailout of Wall Street.",auto bailout
138,17,RAMOS,moderator,29112,RAMOS: Thank you.,
139,50,APPLAUSE,audience,29203,[applause],
140,421,SALINAS,moderator,29129,"SALINAS: We have to move on. Senator, the time is up. We have to move on.  Next question. Secretary Clinton, you recently said instead of building walls we need to tear down barriers. However, last November in New Hampshire, you openly said that as senator you voted numerous times to build the wall with Mexico. What's the difference between what you did, voting to build the wall, and what Donald Trump wants to do now?",border security
141,1177,CLINTON,candidate,29550,"CLINTON: Well, I think both of us, both Senator Sanders and I, voted numerous times to enhance border security along our border. We increased the number of border security agents. We did vote for money to build a fence, a pedestrian fence in some place, a vehicle fence in other places. And the result is that we have the most secure border we've ever had. Apprehensions coming across the border are the lowest they've been in 40 years, which just strengthens my argument that now it's time to do comprehensive immigration reform. The Republicans, the opponents no longer have an argument. And certainly, we hear a lot coming from the Republican side that is absolutely out of touch with reality. We raised money through the congressional appropriations process. We enhanced the border security. That part of the work is done. Everybody that I know has looked at it said, okay, we have a secure border. There's no need for this rhetoric and demagoguery that's still â€”is carried out on the Republican side. You've run out of excuses. Let's move to comprehensive immigration reform with a path to citizenship. And I think that makes a very strong argument in favor of doing it.",
142,113,SALINAS,moderator,30727,"SALINAS: But the question is, what is the difference between the wall that you voted for and Donald Trump's wall?",border security
143,50,LAUGHTER,audience,30944,[laughter],
144,734,CLINTON,candidate,30840,"CLINTON: It's a big difference. First of all, as I understand him, he's talking about a very tall wall.  Right? A beautiful tall wall. The most beautiful tall wall, better than the Great Wall of China, that would run the entire border. That he would somehow magically get the Mexican government to pay for. And, you know, it's just fantasy. And in fact, if he cared to know anything about what members of Congress, like the senator and I have done, where it was necessary, we did support some fencing. Where it was necessary, we did add border patrol agents. We have done what by any fair estimate would have to conclude is a good job, quote, ""securing the border"". So let's get about the business of comprehensive immigration reform.",border security
145,27,SANDERS,candidate,31574,SANDERS: Let me just say...,
146,19,SALINAS,moderator,31601,SALINAS: Senator...,
147,50,APPLAUSE,audience,31936,[applause],
148,514,SANDERS,candidate,31620,"SANDERS: I think the secretary and I mostly, I think, agree on this issue. Look, in this country, immigration reform is a very hot debate. It's divided the country. But I would hope very much, that as we have that debate, we do not, as Donald Trump and others have done, resort to racism and xenophobia and bigotry.  This idea of suddenly, one day or maybe a night, rounding up 11 million people and taking them outside of this country is a vulgar, absurd idea that I would hope very few people in America support.",border security
149,45,TUMULTY,moderator,32134,"TUMULTY: Your time is up, senator. Thank you.",
150,688,SALINAS,moderator,32179,"SALINAS: Now we have a question from the audience for both of you. QUESTION [through translator]: We have a question from the public. I want to go to Lucia Aquiette. She's an immigrant from Guatemala, she's here with her five children who have not seen their father since he was deported three years ago. She has a question for both of you. QUESTION [through translator]: I would like to ask â€” me and my children â€” hardworking men in the field â€” [inaudible]. QUESTION: Senator Sanders, as you can see, these are a very painful and personal issue for Lucia and her family. She wants to know what you would do to stop deportations, but most importantly, to reunite families like hers.",immigration reform
151,50,APPLAUSE,audience,33212,[applause],
152,50,APPLAUSE,audience,33675,[applause],
