,duration,speaker,speaker_type,start_time,text,topic
11,349,DICKERSON,moderator,3563,"DICKERSON: Governor Kasich, I want to get your thoughts on this. Justice Scalia was a real believer, obviously, in the strict word of the Constitution. Now, Harry Reid says that a failure to fill his vacancy would be, quote, ""shameful abdication of one of the Senate's most essential constitutional responsibilities."" Where do you come down on this?",supreme courth nominee
12,50,APPLAUSE,audience,5183,[applause],
13,1271,KASICH,candidate,3912,"KASICH: Well, John, first of all, if I were president, we wouldn't have the divisions in the country we have today. I do want to take a second as we reflected on Judge Scalia, it's amazing ‰ÛÓ it's not even two minutes after the death of Judge Scalia, nine children here today, their father didn't wake up. His wife, sad, but I just wish we hadn't run so fast into politics. Here's my concern about this. The country is so divided right now, and now we're going to see another partisan fight take place. I really wish the president would think about not nominating somebody. If you were to nominate somebody, let's have him pick somebody that's going to have unanimous approval, and such widespread approval across the country that this could happen without a lot of recrimination. I don't think that's going to happen, and I would like the president just to, for once here, put the country first. We're going to have an election for president very soon, and the people will understand what is at stake in that election. And so I believe the president should not move forward, and I think that we ought to let the next president of the United States decide who is going to run that Supreme Court with a vote by the people of the United...[bell rings]...States of America.",supreme courth nominee
14,291,DICKERSON,moderator,5183,"DICKERSON: Dr. Carson. Dr. Carson, you, like others, put out a statement after the death was announced, and you said the president should delay. You've written a book on the Constitution recently. What does the Constitution say about whose duty it is here to act in this kind of a situation?",supreme courth nominee
15,1125,CARSON,candidate,5474,"CARSON: Well, the current Constitution actually doesn't address that particular situation, but the fact of the matter is the Supreme Court, obviously, is a very important part of our governmental system. And when our Constitution was put in place, the average age of death was under 50, and therefore the whole concept of lifetime appointments for Supreme Court judges and federal judges was not considered to be a big deal. Obviously, that has changed, and it's something that probably needs to be looked at pretty carefully at some point. But, we need to start thinking about the divisiveness that is going on in our country. I looked at some of the remarks that people made after finding out that Justice Scalia had died, and they were truly nasty remarks. And that we have managed to get to that position in our country is truly a shame. And we should be thinking about how we could create some healing in this land. But, right now, we're not going to get healing with President Obama. That's very United Nations clear. So, I...[bell rings]... fully agree that we should not allow a judge to be appointed during his time.",supreme courth nominee
16,50,APPLAUSE,audience,6636,[applause],
17,401,DICKERSON,moderator,6599,"DICKERSON: Senator Rubio, you're a... Senator Rubio, you're a lawyer. Quickly, can you address the issue of whether the Constitution tells us who has the power to appoint Supreme Court justices? And then, also, the Senate Republicans last year floated an idea of removing the filibuster for Senate ‰ÛÓ excuse me, for Supreme Court nominations. You seemed open to that. What's your feeling on that now?",supreme courth nominee
18,1252,RUBIO,candidate,7000,"RUBIO: Well, let me first talk about Justice Scalia. His loss is tremendous, and obviously our hearts and prayers go out to his family. He will go down as one of the great justices in the history of this republic. You talk about someone who defended consistently the original meaning of the Constitution, who understood that the Constitution was not there to be interpreted based on the fads of the moment, but it was there to be interpreted according to its original meaning. Justice Scalia understood that better than anyone in the history of this republic. His dissent, for example, on the independent counsel case is a brilliant piece of jurist work. And, of course, his dissent on Obergefell as well. No. 2, I do not believe the president should appoint someone. And it's not unprecedented. In fact, it has been over 80 years since a lame duck president has appointed a Supreme Court justice. And it remind us of this, how important this election is. Someone on this stage will get to choose the balance of the Supreme Court, and it will begin by filling this vacancy that's there now. And we need to put people on the bench that understand that the Constitution is not a living and breathing document. It is to be interpreted as originally meant.",supreme courth nominee
19,50,APPLAUSE,audience,8299,[applause],
20,169,DICKERSON,moderator,8252,"DICKERSON: Quickly, though, on this question... Very quickly, Senator, on this specific question, though. You were once in favor of dropping the threshold... [crosstalk]",
21,27,RUBIO,candidate,8421,RUBIO: That's not accurate.,
22,60,DICKERSON,moderator,8448,DICKERSON: ... majority ‰ÛÓ you were never in favor of that?,
23,467,RUBIO,candidate,8508,"RUBIO: No, I've never ‰ÛÓ there has been, for example, today, according to the changes Harry Reid made, appellate judges can now be appointed by a simple majority, but not Supreme Court justices. And I think today you see the wisdom of why we don't want that to change. Because if that were the case and we were not in charge of the Senate, Harry Reid and Barack Obama would ram down our throat a liberal justice, like the ones Barack Obama has imposed on us already.",supreme courth nominee
24,221,DICKERSON,moderator,8975,"DICKERSON: O.K. Thank you, Senator. Governor Bush, I would like to ask you, conservatives for a long time have felt like that their Republican presidents have picked justices that didn't turn out to be real conservatives.",supreme courth nominee
25,12,BUSH,candidate,9196,BUSH: Right.,
26,281,DICKERSON,moderator,9208,"DICKERSON: Bernie Sanders has said he would have a litmus test. He would make sure that he appointed a justice who was going to overturn Citizens United. If they can have a litmus test for a nominee, what about you? Would you have a litmus test for a nominee? And what would it be?",supreme courth nominee
27,1226,BUSH,candidate,9489,"BUSH: Not on specific issues, not at all. I think the next president ‰ÛÓ if I'm president, I will appoint people ‰ÛÓ I'll nominate people that have a proven record in the judiciary. The problem in the past has been we have appointed people thinking you can get it through the Senate because they didn't have a record. And the problem is that sometimes we're surprised. The simple fact is the next president needs to appoint someone with a proven conservative record, similar to Justice Scalia, that is a lover of liberty, that believes in limited government, that consistently applied that kind of philosophy, that didn't try to legislator from the bench, that was respectful of the Constitution. And then fight and fight, and fight for that nomination to make sure that that nomination passes. Of course, the president, by the way, has every right to nominate Supreme Court justices. I'm an Article II guy in the Constitution. We're running for the president of the United States. We want a strong executive for sure. But in return for that, there should be a consensus orientation on that nomination, and there's no doubt in my mind that Barack Obama will not have a consensus pick when he submits that person to the Senate.",supreme courth nominee
28,50,APPLAUSE,audience,10770,[applause],
29,449,DICKERSON,moderator,10715,"DICKERSON: Right, so, Senator Cruz, the Constitution... So, Senator Cruz, the Constitution says the president ""shall appoint with advice and consent from the Senate,"" just to clear that up. So he has the constitutional power. But you don't think he should. Where do you set that date if you're president? Does it begin in election year, in December, November, September? And once you set the date, when you're president, will you abide by that date?",supreme courth nominee
30,137,CRUZ,candidate,11164,"CRUZ: Well, we have 80 years of precedent of not confirming Supreme Court justices in an election year. And let me say, Justice Scalia...",supreme courth nominee
31,140,DICKERSON,moderator,11301,"DICKERSON: Just can I ‰ÛÓ I'm sorry to interrupt, were any appointed in an election year, or is that just there were 80 years... [crosstalk]",supreme courth nominee
32,126,CRUZ,candidate,11441,"CRUZ: Eighty years of not confirming. For example, L.B.J. nominated Abe Fortas. Fortas did not get confirmed. He was defeated.",supreme courth nominee
33,44,DICKERSON,moderator,11567,DICKERSON: But Kennedy was confirmed in '88.,supreme courth nominee
34,41,CRUZ,candidate,11611,"CRUZ: No, Kennedy was confirmed in '87...",supreme courth nominee
35,35,DICKERSON,moderator,11652,DICKERSON: He was appointed in '87.,supreme courth nominee
36,28,CRUZ,candidate,11687,CRUZ: He was appointed in...,supreme courth nominee
37,108,DICKERSON,moderator,11715,"DICKERSON: ... confirmed in '88. That's the question, is it appointing or confirming, what's the difference?",supreme courth nominee
38,67,CRUZ,candidate,11823,CRUZ: In this case it's both. But if I could answer the question...,supreme courth nominee
39,50,BOOING,audience,11981,[booing and laughter],
40,50,LAUGHTER,audience,11981,[booing and laughter],
41,91,DICKERSON,moderator,11890,"DICKERSON: Sorry, I just want to get the facts straight for the audience. But I apologize. ",
42,1410,CRUZ,candidate,11981,"CRUZ: Justice Scalia was a legal giant. He was somebody that I knew for 20 years. He was a brilliant man. He was faithful to the Constitution. He changed the arc of American legal history. And I'll tell you, his passing tonight, our prayers are with his family, with his wife, Maureen, who he adored, his nine children, his 36 grandkids. But it underscores the stakes of this election. We are one justice away from a Supreme Court that will strike down every restriction on abortion adopted by the states. We are one justice away from a Supreme Court that will reverse the Heller decision, one of Justice Scalia's seminal decisions, that upheld the Second Amendment right to keep and to bear arms. We are one justice away from a Supreme Court that would undermine the religious liberty of millions of Americans ‰ÛÓ and the stakes of this election, for this year, for the Senate, the Senate needs to stand strong and say, ""We're not going to give up the U.S. Supreme Court for a generation by allowing Barack Obama to make one more liberal appointee."" And then for the state of South Carolina, one of the most important judgments for the men and women of South Carolina to make is who on this stage has the background, the principle, the character, the judgment and the strength of resolve to nominate and confirm principled constitutionalists to the court? That will be what I will do if I'm elected president.",supreme courth nominee
43,50,APPLAUSE,audience,13413,[applause],
44,888,DICKERSON,moderator,13391,"DICKERSON: All right.  Thank you, Senator Cruz. All right, we're going to move on to national security here, and we are going to ‰ÛÓ I want to read a quote from Secretary Robert Gates, former Defense Secretary Robert Gates, who served for eight year ‰ÛÓ under eight presidents. And this is what he said about Republican candidates, quote, ""Part of the concern that I have with the campaign is that the solutions being offered are so simplistic and so at odds with the way the world really works."" So, in that spirit, we're going to work tonight to be more specific. Mr. Trump, I want to start with you. You have said as president, you'll get up to speed very quickly. You'll know more quickly as president than any of the experts. So, you've been elected president. It's your first day in the Situation Room. What three questions do you ask your national security experts about the world?",national security
45,50,APPLAUSE,audience,14932,[applause],
46,50,APPLAUSE,audience,15657,[applause],
47,1378,TRUMP,candidate,14279,"TRUMP: What we want to do, when we want to do it, and how hard do we want to hit? Because we are going to have to hit very, very hard to knock out ISIS. We're going to also have to learn who our allies are. We have allies, so-called allies, we're spending billions and billions of dollars supporting people ‰ÛÓ we have no idea who they are in Syria. Do we want to stay that route, or do we want to go and make something with Russia? I hate to say Iran, but with Russia, because we ‰ÛÓ and the Iran deal is one of the worst deals I have ever seen negotiated in my entire life. It's a disgrace that this country negotiated that deal. But very important... Not only a disgrace, it's a disgrace and an embarrassment. But very important, who are we fighting with? Who are we fighting for? What are we doing? We have to rebuild our country. But we have to ‰ÛÓ I'm the only one on this stage that said: ""Do not go into Iraq. Do not attack Iraq."" Nobody else on this stage said that. And I said it loud and strong. And I was in the private sector. I wasn't a politician, fortunately. But I said it, and I said it loud and clear, ""You'll destabilize the Middle East."" That's exactly what happened. I also said, by the way, four years ago, three years ago, attack the oil, take the wealth away, attack the oil and keep the oil. They didn't listen. They just started that a few months ago.",national security
48,116,DICKERSON,moderator,15657,"DICKERSON: Senator Rubio ‰ÛÓ just 30 seconds on this question, Senator Rubio. Are those the questions you would ask?",
49,737,RUBIO,candidate,15773,"RUBIO: No. I think there are three major threats that you want to immediately get on top of. No. 1 is, what are we doing in the Asia-Pacific region, where both North Korea and China pose threats to the national security of the United States. No. 2 is, what are we doing in the Middle East with the combination of the Sunni-Shia conflict driven by the Shia arc that Iran is now trying to establish in the Middle East, also the growing threat of ISIS. And the third is rebuilding and reinvigorating NATO in the European theater, particularly in Central Europe and in Eastern Europe, where Vladimir Putin is now threatening the territory of multiple countries, already controls 20 percent of Georgia and a significant percentage of Ukraine.",national security
50,50,APPLAUSE,audience,16580,[applause],
51,597,DICKERSON,moderator,16510,"DICKERSON: Let me ask you a follow-up, a full, proper question, then.  Violent extremists are operating or active in 40 countries. Some 80 countries are in different degrees of instability. And so, that's just the crises overseas. Barack Obama walked into an economic collapse when he came into office. We face international health crises, from Ebola to Zika. So, there is a lot of opportunity for crisis, as you have talked about. What would you point to in your past to show voters that you've been in a crisis and that you've been tested when that inevitable crisis comes when you're president?",national security
52,1426,RUBIO,candidate,17107,"RUBIO: Well, let me tell you what has happened a couple of years ago. One of the hardest decisions you'll ever make in Congress is when you are asked by the president to authorize the use of force in a conflict, because you are now putting your name, on behalf of the people of your state, behind a military action, where Americans in uniform could lose their life. So, in 2014, Barack Obama said he would not take military action against Assad unless it was authorized by the Senate, beginning on the Committee of Foreign Relations, where I am one of its members. And it was hard because you looked at the pictures. I saw the same images people saw. I'm the father of children. I saw the images of these little children ‰ÛÓ been gassed and poisoned by their own leaders, and we were angry. Something had to happen, and there was the sense that we needed to seek retribution. And then I looked at Barack Obama's plan. Barack Obama's plan, which John Kerry later described as unbelievably small, and I concluded that that attack would not only not help the situation, it would make it actually worse. It would allow Assad to stand up to the United States of America, survive a strike, stay in power and actually strengthen his grip. So it was a difficult decision to make, and when we only had a few days to look at and make a decision on it, and I voted against Barack Obama's plan to use force, and it was the right decision.",national security
53,50,APPLAUSE,audience,18587,[applause],
54,464,DICKERSON,moderator,18533,"DICKERSON: Dr. Carson, I want to ask you a question... Dr. Carson, you said you've had more 2 a.m. ‰ÛÓ 2 a.m. phone calls than anybody up on this stage. But when those 2 a.m. phone calls came, you operated on a foundation of all of that amazing medical work that you did, all of that learning. So if you were to be president, though, you wouldn't have the political foundation that hones those instincts when the 2 a.m. phone call comes. So isn't that a liability?",
55,50,APPLAUSE,audience,19364,[laughter and applause],
56,50,LAUGHTER,audience,19364,[laughter and applause],
57,979,CARSON,candidate,18997,"CARSON: No, it isn't. First of all, let me go back to your first question for me. It wasn't phrased as who gets to nominate Supreme Court appointees. Of course that's the president. So I know that there are some left-wing media who would try to make hay on that. Secondly, thank you for including me in the debate. Two questions already. This is great. Now, as far... ...as far as those 2 a.m. phone calls are concerned, judgment is what is required. And the kinds of things that you come up with are sometimes very, very difficult and very unique. One of the things that I was known for is doing things that have not been done before. So no amount of experience really prepares you to do something that has never been done before. That's where judgment comes in. And that, I think, is a situation that we're in right now, a situation that we have never been in before with the kinds of threats that pose real danger to our nation, and it comes in very handy in those situations.",
58,50,APPLAUSE,audience,20031,[applause],
59,303,DICKERSON,moderator,19976,"DICKERSON: Governor Kasich, Russia is being credited... ...Russia is being credited with bombing U.S.-backed rebels on behalf of Assad in Aleppo and Syria. They've also moved into the Crimea, eastern Ukraine. You've said you want to punch them in the nose. What does that mean? What are you going to do?",russia
60,1396,KASICH,candidate,20279,"KASICH: First of all ‰ÛÓ yes. First of all, look, we have to make it clear to Russia what we expect. We don't have to declare an enemy, rattle a sword or threaten, but we need to make it clear what we expect. No. 1 is we will arm the folks in Ukraine who are fighting for their freedom. They deserve it. There will be no ifs, ands or buts about it. Secondly, an attack on NATO, trumped up on any excuse of Russian-speaking people, either in the NATO countries or in Finland or Sweden, is going to be an attack on us. And look, I think we have an opportunity as America to put something really great together again. The Egyptians, the Saudis, the Jordanians, the Gulf states, they all know they're at risk. We need to look into Europe, we look at France, we look at Germany and the migrants. We look at Belgium, we look at Britain. Everybody now is being threatened by radical Islam. We have an opportunity to lead. You know, the fact of the matter is the world is desperate for our leadership. Sometimes they may ‰ÛÓ they may make a remark here or there that we don't like, but frankly, the world needs us. And we have an opportunity now to assemble a coalition of the civilized people, those who respect civilization, the rights of women, the rights to protest, to be able to reassert our leadership all across this globe again and make sure this century is going to be the best we've ever seen.",russia
61,50,APPLAUSE,audience,21697,[applause],
62,40,DICKERSON,moderator,21675,DICKERSON: Governor... ...Governor Bush.,
63,10,BUSH,candidate,21715,BUSH: Yes.,
64,206,DICKERSON,moderator,21725,"DICKERSON: You said defeating ISIS requires defeating Assad. But wouldn't that also put us into conflict with Russia, a country that supports Assad? So doesn't that mean, effectively, Assad's there to stay?",ISIS
65,1457,BUSH,candidate,21931,"BUSH: No, it doesn't, and that's the problem. The lack of leadership in this country by Barack Obama, John Kerry, Hillary Clinton, thinking that this is a policy that works, this policy of containment with ISIS. It's a complete, unmitigated disaster. And to allow Russia now to have influence in Syria makes it harder, but we need to destroy ISIS and dispose of Assad to create a stable Syria so that the four million refugees aren't a breeding ground for Islamic jihadists. This is the problem. Donald Trump brought up the fact that he would ‰ÛÓ he'd want to accommodate Russia. Russia is not taking out ISIS. They're ‰ÛÓ they're attacking our ‰ÛÓ our ‰ÛÓ our team, the team that we've been training and the team that we've been supporting. It is absolutely ludicrous to suggest that Russia could be a positive partner in this. They are on the run. They are making ‰ÛÓ every time we step back, they're on the run. The question that you asked was a really good one about what you would do ‰ÛÓ what three things would you do. I would restore the military, the sequester needs to be reversed. I would have a strategy to destroy ISIS, and I would immediately create a policy of containment as it relates to Iran's ambitions, and to make it make clear that we are not going to allow for Iran to do what it's doing, which is to move towards a nuclear weapon. Those three things would be the first and foremost things that we need to do...[bell rings]... in 2017.",russia
66,50,APPLAUSE,audience,23419,[applause],
67,195,DICKERSON,moderator,23388,"DICKERSON: Mr. Trump, you're... ...Mr. Trump, you were mentioned here. You did say that you could get along very well with Vladimir Putin. You did at one point say let Russia take care of ISIS...",russia
68,1275,TRUMP,candidate,23583,"TRUMP: ...[inaudible] called me a genius, I like him so far, I have to tell you. Let me just tell you this. Jeb is so wrong. Jeb is absolutely self ‰ÛÓ just so you understand, you know what that is? That's Jeb's special interest and lobbyist talking. Look, let me just tell you something, Jeb ‰ÛÓ Jeb is so wrong. You got to fight ISIS first. You fight ISIS first. Right now you have Russia, you have Iran, you have them with Assad, and you have them with Syria. You have to knock out ISIS. They're chopping off heads. These are animals. You have to knock 'em out. You have to knock them off strong. You decide what to do after, you can't fight two wars at one time. If you listen to him, and you listen to some of the folks that I've been listening to, that's why we've been in the Middle East for 15 years, and we haven't won anything. We've spent $5 trillion dollars in the Middle East with thinking like that. We've spent $5...[bell rings]...Lindsey Graham, who backs him, had zero on his polls. Let me just say something ‰ÛÓ we've spent ‰ÛÓ we've spent. I only tell the truth, lobbyists. We've spent $5 trillion dollars all over the ‰ÛÓ we have to rebuild our country. We have to rebuild our infrastructure. You listen to that, you're going to be there for another 15...",russia
69,27,DICKERSON,moderator,24858,DICKERSON: ... All right...,
70,46,TRUMP,candidate,24885,TRUMP: ... You'll end up with World War III...,
71,56,DICKERSON,moderator,24931,"DICKERSON: ... All right, Governor Bush, please respond.",russia
72,50,APPLAUSE,audience,25140,[applause],
73,466,BUSH,candidate,24987,"BUSH: The very basic fact is that Vladimir Putin is not going to be an ally of the United States. The whole world knows this. It's a simple, basic fact.  They're not taking out ‰ÛÓ they're not even attempting to take out ISIS. They're attacking the troops that we're supporting. We need to create a coalition, Sunni-led coalition on the ground with our special operators to destroy ISIS and bring about stability. And you can't do that with Assad in power. He has...",russia
74,37,TRUMP,candidate,25453,TRUMP: ... We're supporting troops...,russia
75,26,BUSH,candidate,25490,BUSH: ... Let me finish...,
76,48,TRUMP,candidate,25516,TRUMP: ... that we don't even know who they are.,
77,30,DICKERSON,moderator,25564,"DICKERSON: ... O.K., settle...",
78,31,BUSH,candidate,25594,BUSH: ... This is ridiculous...,
79,74,TRUMP,candidate,25625,TRUMP: ... We're supporting troops that we don't even know who they are...,
80,49,DICKERSON,moderator,25699,"DICKERSON: ... All right, Mr. Trump, all right...",
81,36,TRUMP,candidate,25748,TRUMP: We have no idea who they are.,
82,97,DICKERSON,moderator,25784,"DICKERSON: Gentleman, I think we're going to leave that there. I've got a question for Senator...",
83,79,BUSH,candidate,25881,BUSH: ... This is coming from a guy who gets his foreign policy from the shows.,
84,28,TRUMP,candidate,25960,"TRUMP: ... Oh, yeah, yeah...",
85,88,BUSH,candidate,25988,BUSH: ... This is a guy who thinks that Hillary Clinton is a great negotiator in Iran...,
86,77,TRUMP,candidate,26076,"TRUMP: ... Let 44 million in New Hampshire, it was practically [inaudible]...",
87,64,BUSH,candidate,26153,BUSH: ... This is a man who insults his way to the nomination...,
88,54,TRUMP,candidate,26217,TRUMP: ... 44 million ‰ÛÓ give me a break. [crosstalk],
89,50,APPLAUSE,audience,26426,[laughter and applause],
90,50,LAUGHTER,audience,26426,[laughter and applause],
91,400,DICKERSON,moderator,26271,"DICKERSON: ... All right, all right, gentlemen, gentlemen, let's leave it there so I can ask a question of Senator Cruz, who's also running for president.  Senator Cruz, you talked about the first Gulf War as being a kind of model for your focused and determined effort to go after ISIS. But there were 700,000 ground troops as a part of that, and you don't have a ground component to your plan. Why?",ground troops
92,50,APPLAUSE,audience,28262,[applause],
93,1591,CRUZ,candidate,26671,"CRUZ: Well, we need to focus on what the objective is, you know? Your question about the first three questions you would ask in this Situation Room. I think it is a problem if the president, commander in chief, we've elected does not have the experience and background to understand the threats facing this country coming in on Day 1. If you look at the threats facing this country, the single gravest threat, national security threat, is the threat of a nuclear Iran. That's why I've pledged on Day 1 to rip to shreds this Iranian nuclear deal, and anyone that thinks you can negotiate Khamenei does not understand the nature of Khamenei. When it comes to ISIS, we've got to have a focused objective. One of the problems of Barack Obama and Hillary Clinton's foreign policy, and, sadly, too many establishment Republicans in Washington, is they focus on issues unrelated to protecting this country. They focus on nation building, they focus on toppling governments to promote democracy, and it ends up undermining our national security. Now, with regard to ISIS, we need a commander in chief that sets the objective we will utterly defeat them because they have declared war. They've declared a jihad on us. Now, what do we need...[bell rings]...to carry that out. We need overwhelming air power, we need to arm the Kurds, who can be our boots on the ground, and if ground troops are necessary, then we should employ them, but it shouldn't be politicians demonstrating political toughness. It should be military expert judgment carrying out the objectives set out by the commander in chief.",ground troops
94,388,DICKERSON,moderator,28262,"DICKERSON: Very quickly, 30-second follow-up. You've said that, essentially, the Kurds would be the American ground forces in there. The criticism that experts have on that is that the Kurds only can work within their territory. If they take larger amounts of territory, you have an ethnic war with the Arabs. So the Kurds can't really do as much as you seem to be putting on their backs.",ground troops
95,797,CRUZ,candidate,28650,"CRUZ: We have Kurds in both Iraq and Syria. They are fighting ISIS right now. They are winning victories right now. ISIS is using American military equipment they've seized in Iraq. And the Obama administration refuses to arm the Kurds, the pesh merga, the fighting forces who have been longtime allies. We ought to be arming them and letting them fight. Now, if we need to embed Special Forces to direct our overwhelming air power, if it is required to use ground troops to defeat ISIS, we should use them, but we ought to start with using our incredible air power advantage. The first Persian Gulf War, we launched 1,100 air attacks a day. Today, we're launching between 15 and 30. We're not using the tools we have, and it's because the commander in chief is not focused on defeating the enemy.",ground troops
96,50,APPLAUSE,audience,29481,[applause],
97,701,DICKERSON,moderator,29447,"DICKERSON: All right. Mr. Trump... ...On Monday, George W. Bush will campaign in South Carolina for his brother. As you've said tonight, and you've often said, the Iraq war and your opposition to it was a sign of your good judgment. In 2008, in an interview with Wolf Blitzer, talking about President George W. Bush's conduct of the war, you said you were surprised that Democratic leader Nancy Pelosi didn't try to impeach him. You said, quote: ""Which, personally, I think would have been a wonderful thing."" When you were asked what you meant by that and you said: ""For the war, for the war, he lied, he got us into the war with lies."" Do you still believe President Bush should have been impeached?",president bush
98,50,BOOING,audience,30266,[booing],
99,50,APPLAUSE,audience,30436,[applause],
100,993,TRUMP,candidate,30148,"TRUMP: First of all, I have to say, as a businessman, I get along with everybody. I have business all over the world.  I know so many of the people in the audience. And by the way, I'm a self-funder. I don't have ‰ÛÓ I have my wife and I have my son. That's all I have. I don't have this. So let me just tell you, I get along with everybody, which is my obligation to my company, to myself, et cetera. Obviously, the war in Iraq was a big, fat mistake. All right? Now, you can take it any way you want, and it took ‰ÛÓ it took Jeb Bush, if you remember at the beginning of his announcement, when he announced for president, it took him five days. He went back, it was a mistake, it wasn't a mistake. It took him five days before his people told him what to say, and he ultimately said, ""It was a mistake."" The war in Iraq, we spent $2 trillion, thousands of lives, we don't even have it. Iran has taken over Iraq, with the second-largest oil reserves in the world. Obviously, it was a mistake.",president bush
101,16,DICKERSON,moderator,31141,DICKERSON: So...,
102,156,TRUMP,candidate,31157,TRUMP: George Bush made a mistake. We can make mistakes. But that one was a beauty. We should have never been in Iraq. We have destabilized the Middle East.,president bush
103,77,DICKERSON,moderator,31313,DICKERSON: But so I'm going to ‰ÛÓ so you still think he should be impeached?,president bush
104,37,BUSH,candidate,31390,"BUSH: I think it's my turn, isn't it?",
105,50,BOOING,audience,31663,[booing],
106,236,TRUMP,candidate,31427,"TRUMP: You do whatever you want. You call it whatever you want. I want to tell you. They lied. They said there were weapons of mass destruction, there were none. And they knew there were none. There were no weapons of mass destruction. ",president bush
107,109,DICKERSON,moderator,31663,DICKERSON: All right. O.K. All right. Governor Bush ‰ÛÓ when a member on the stage's brother gets attacked...,president bush
108,35,BUSH,candidate,31772,BUSH: I've got about five or six...,
109,43,DICKERSON,moderator,31807,DICKERSON: ... the brother gets to respond.,
110,75,BUSH,candidate,31850,"BUSH: Do I get to do it five or six times or just once, responding to that?",
111,22,TRUMP,candidate,31925,TRUMP: I'm being nice.,
112,50,APPLAUSE,audience,32068,[applause],
113,303,BUSH,candidate,31947,"BUSH: So here's the deal. I'm sick and tired of Barack Obama blaming my brother for all of the problems that he has had.  And, frankly, I could care less about the insults that Donald Trump gives to me. It's blood sport for him. He enjoys it. And I'm glad he's happy about it. But I am sick and tired...",president bush
114,45,TRUMP,candidate,32250,TRUMP: He spent $22 million in... [crosstalk],
115,50,APPLAUSE,audience,32396,[applause],president bush
116,50,APPLAUSE,audience,32543,[applause],
117,296,BUSH,candidate,32295,"BUSH: I am sick and tired of him going after my family. My dad is the greatest man alive in my mind.  And while Donald Trump was building a reality TV show, my brother was building a security apparatus to keep us safe. And I'm proud of what he did. And he has had the gall to go after my brother.",president bush
118,50,BOOING,audience,32675,[booing],
119,84,TRUMP,candidate,32591,"TRUMP: The World Trade Center came down during your brother's reign, remember that. ",president bush
120,115,BUSH,candidate,32675,BUSH: He has had the gall to go after my mother. Hold on. Let me finish. He has had the gall to go after my mother.,president bush
121,34,TRUMP,candidate,32790,TRUMP: That's not keeping us safe.,president bush
122,126,BUSH,candidate,32824,"BUSH: Look, I won the lottery when I was born 63 years ago, looked up, and I saw my mom. My mom is the strongest woman I know.",president bush
123,29,TRUMP,candidate,32950,TRUMP: She should be running.,
